Gene ID	CV-H3K9ac_1.sort.bam	CV-H3K9ac_2.sort.bam	CV-H3K9ac_3.sort.bam	CV-H3K9ac_4.sort.bam	CV-H3K9ac_5.sort.bam	CV-H3K9ac_6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Arsi	1234	789	2671	546	396	345	3250	2700	2900	3200
Arsj	643	596	1441	448	297	296	1000	1700	1550	1150
Arsk	874	796	7833	893	835	97	12250	14000	12100	17852
Art1	942	798	3081	247	450	234	4300	3950	4050	5300
Art2a-ps	934	398	3004	546	200	542	3500	3700	2400	3000
Art2b	783	699	1973	394	346	295	2750	2000	3050	2100
Art3	776	1094	2526	200	443	100	3800	3150	2651	3601
Art4	642	347	2777	496	497	292	2250	2950	2550	3551
Art5	941	742	2978	346	646	286	4000	3650	4050	4300
Artn	540	593	2570	445	540	199	2900	3300	2500	3900
Arv1	1387	1682	10408	1138	1630	248	16349	15108	16750	23652
Arvcf	1041	1538	5349	837	492	245	7600	6300	7700	9948
Arx	296	398	1528	249	244	348	1051	1899	1250	1650
Arxes1	197	496	840	100	100	0	1000	1200	1400	1050
Arxes2	248	149	988	48	50	48	1550	1250	1200	1650
As3mt	687	944	4418	595	449	193	7650	7850	7400	11149
Asah1	990	1329	11572	946	694	650	17252	16650	18399	22701
Asah2	491	642	2569	99	446	349	3600	3450	3700	3301
Asap1	744	740	3226	491	398	346	2800	4549	3600	4051
Asap2	1436	1982	11115	1438	1290	495	15800	15500	15003	20151
Asap3	1083	545	3557	592	639	398	5300	4647	4396	8850
Asb1	791	1184	5023	895	843	446	6099	6649	5900	8399
Asb10	843	396	2525	642	350	299	2200	1700	2300	2350
Asb11	491	295	1577	249	147	148	1950	2001	1750	2650
Asb12	150	150	588	198	97	50	550	650	550	350
Asb13	1333	944	4895	545	1090	497	7251	7950	6250	10050
Asb14	984	399	1624	349	250	150	1750	2650	1949	1300
Asb15	1390	1233	10694	1238	1045	747	15750	16250	15900	20550
Asb16	1187	545	2814	298	249	198	3000	2196	2404	2599
Asb17	993	345	1627	346	399	296	1700	2050	1850	1850
Asb18	197	745	2234	297	597	298	1150	1949	1400	850
Asb2	397	596	1436	248	349	249	1800	1350	1800	1000
Asb3	1037	846	9598	1137	1193	593	17900	17253	14099	22600
Asb4	893	690	2669	398	97	499	4200	4401	4400	5050
Asb5	594	445	1978	296	394	48	750	1550	1100	1350
Asb6	1028	1676	9137	1435	1674	246	13100	15399	13750	19399
Asb7	1390	891	9730	1240	890	647	13100	15998	13005	19148
Asb8	844	499	2228	149	346	50	1650	2150	1800	1700
Asb9	397	299	1137	147	149	49	650	1050	750	750
Ascc1	1580	1439	11216	1536	1245	695	19700	21850	18501	26601
Ascc2	1780	1422	8430	1393	1038	595	13150	14349	12850	17300
Ascc3	1786	2380	24836	2692	1686	496	30352	40353	37354	49104
Ascl1	348	347	2278	443	148	98	1250	1850	1350	950
Ascl2	397	976	3924	793	749	634	4500	5350	5450	5600
Ascl3	694	346	2673	248	149	199	1700	1750	1950	2050
Ascl4	599	941	3399	345	397	339	3899	6100	4900	6300
Asf1a	1343	2187	17078	1845	1784	498	24550	23700	23050	29249
Asf1b	790	791	7419	1091	793	640	9250	8650	9600	12943
Asgr1	1088	548	2319	443	445	346	2850	3050	3150	4550
Asgr2	396	892	2085	444	100	246	1850	2050	1851	1500
Ash1l	595	199	2282	593	99	448	1900	3250	2300	1950
Ash2l	647	541	2480	646	346	149	2550	3500	2250	4000
Asl	1520	1043	6232	939	692	546	7849	7650	9049	11499
Asmt	3460	3117	10600	1882	2330	1340	6102	8851	6051	5748
Asna1	1187	2642	22180	2679	1883	1034	33500	42998	32250	43849
Asns	880	944	7841	547	738	435	7656	12101	9251	9800
Asnsd1	837	590	6933	694	1233	295	10599	11950	10750	15900
Aspa	1569	1930	21498	1413	993	345	32700	49350	34104	42554
Aspdh	740	941	1890	637	297	245	2400	3000	2699	2500
Aspg	744	1137	4253	590	794	299	4600	5450	5100	5350
Asph	1028	1139	6141	896	1092	746	10400	7550	9151	12100
Asphd1	528	877	2328	591	246	440	2450	3200	2850	2750
Asphd2	647	338	1928	297	294	250	1450	1700	900	1148
Aspm	845	694	4894	787	343	299	6701	6949	5900	7500
Aspn	743	198	2025	0	196	148	1300	1800	900	1900
Asprv1	846	1138	2210	549	297	347	3450	3100	2600	3150
Aspscr1	1443	1690	12271	1339	2283	582	16001	17350	17351	24202
Asrgl1	794	499	3123	447	347	346	4400	3500	3401	5400
Ass1	642	743	3371	647	396	345	3250	4950	3700	5700
Aste1	1192	1631	13836	1372	1091	397	17800	21502	16149	23897
Astl	593	938	1877	396	247	250	2750	2550	2600	2500
Astn1	293	544	1588	295	299	348	450	1500	1200	950
Astn2	399	744	2232	694	250	349	1200	1450	1250	1600
Asxl1	2134	1838	20428	2429	2538	592	29354	26149	26500	33449
Asxl2	2141	2818	26391	2331	2686	792	33494	42249	32350	43298
Asxl3	541	948	3427	448	496	248	4000	3600	2400	4950
Asz1	1040	497	1941	149	49	149	750	1950	1100	1550
Atad1	1636	1387	14199	1335	1288	148	18651	21500	16799	23947
Atad2	1092	1293	8146	595	889	689	10700	11350	9350	14650
Atad2b	2136	3478	27931	3559	3323	1238	40349	46700	41050	54402
Atad3a	1478	1831	12031	1737	1991	386	19502	23050	19452	29100
Atad5	1631	1584	9628	1334	1688	640	20550	17800	19750	27351
Atat1	1121	1185	6645	1040	589	696	9400	10050	8650	15551
Atcay	983	784	2630	446	597	384	3500	4300	4100	3500
Ate1	2472	3113	27021	2767	3415	1442	36400	44446	33250	44700
Atf1	2121	2823	27154	2488	3083	896	29950	34350	29548	41798
Atf2	1337	1633	14091	1772	1190	841	21700	22349	18900	27150
Atf3	2183	1888	22446	2769	2242	644	33701	50600	40150	61351
Atf4	4321	5761	61064	6053	5863	1639	85148	107702	88899	107549
Atf5	2179	2827	21670	2626	2635	632	27950	29399	28601	34249
Atf6	1140	1488	11272	1141	1482	792	20800	24145	21198	32051
Atf6b	822	892	5749	693	1139	394	10501	10301	10800	13850
Atf7	2074	1834	14310	1196	2228	746	18848	21500	18801	27145
Atf7ip	978	991	7592	547	746	495	11151	11650	11651	15601
Atf7ip2	1427	739	3598	645	148	298	6200	5148	5200	6700
Atg10	1235	993	7769	793	1243	545	8700	9950	8550	13500
Atg12	1836	3868	28867	2686	2587	993	46848	56151	43201	66257
Atg13	1935	1544	22059	2580	1539	744	37351	45652	35001	54955
Atg14	1235	1186	9135	845	1044	498	13100	14401	11300	17899
Atg16l1	1284	2420	15385	1685	1345	296	23502	28949	22900	33750
Atg16l2	1175	1043	6189	546	696	448	12051	11250	11399	17000
Atg2a	1231	2034	12051	1238	1143	941	16200	19299	16799	26505
Atg2b	2413	3574	30044	2933	2726	944	34999	45901	33751	45050
Atg3	2416	2137	17972	2137	1582	794	30549	37549	30250	44298
Atg4a	497	591	1536	295	246	250	1350	1950	1250	1450
Atg4b	1986	2087	17291	1593	1827	893	27849	29649	26201	37700
Atg4c	1332	1289	12692	995	1334	347	22951	20499	24900	33297
Atg4d	1294	1931	15544	1793	1538	492	21698	25850	20100	28300
Atg5	1342	1837	11606	1336	1484	496	19900	17651	18700	25200
Atg7	1538	1396	12486	1230	1532	448	22751	25446	22051	34002
Atg9a	2069	2721	18717	2231	2286	595	31650	33350	30300	43550
Atg9b	545	945	3171	398	589	342	3650	3852	4000	4200
Athl1	1191	835	7194	1039	988	545	8600	11900	8600	12800
Atic	893	1096	9119	1384	991	349	9700	14650	9300	12602
Atl1	1393	1391	8374	1292	1246	642	18700	15000	15350	21251
Atl2	3877	3879	36905	4580	4013	1142	38250	57395	48700	61999
Atl3	1826	1986	18105	1839	2083	498	25300	31149	25006	37048
Atm	1619	1937	11194	1585	1831	596	20050	20850	17951	27748
Atmin	1187	1736	9119	894	1195	395	12850	11700	10249	15100
Atn1	1489	2211	17025	1940	2191	897	22353	20651	24150	29501
Atoh1	1386	1637	8557	1095	1233	725	11900	11950	11700	12900
Atoh7	692	298	2284	396	449	200	1950	3150	2500	2650
Atoh8	887	499	2577	447	246	297	4101	3400	3000	4350
Atox1	894	1434	6803	995	494	299	12702	11051	10800	18100
Atp10a	442	641	2616	348	350	248	1900	2050	1650	1550
Atp10b	936	446	3070	785	694	541	4350	3900	5000	7850
Atp10d	448	543	2968	592	249	150	3050	3150	3800	4300
Atp11a	836	1035	3325	791	596	297	3800	6201	4149	5900
Atp11b	1382	2038	19084	2142	2242	549	24298	37152	23650	36250
Atp11c	1542	2610	18664	1985	2135	399	27051	22749	18500	29701
Atp12a	727	546	2033	198	50	245	1300	2200	2099	1300
Atp13a1	1891	2130	11778	2286	1691	648	25807	23700	24107	28949
Atp13a2	1130	1340	5354	747	798	549	7700	8101	8548	9299
Atp13a3	1844	2581	19988	2633	2734	936	27746	27051	23899	33652
Atp13a4	942	448	2228	294	247	100	850	2197	2050	900
Atp13a5	587	442	1682	145	247	297	1650	1800	1450	1250
Atp1a1	2679	4523	54011	4814	2976	1046	57548	91752	49449	58050
Atp1a2	540	538	2520	299	443	398	2050	1800	1900	1550
Atp1a3	593	757	1730	592	646	236	1450	1949	1401	1100
Atp1a4	544	497	1254	498	299	397	1150	1750	1750	1400
Atp1b1	3657	6738	73536	6901	5309	1888	77154	100067	73361	68706
Atp1b2	1238	600	2930	298	445	497	4150	3050	3600	4150
Atp1b3	1737	2168	17357	1742	1537	698	25954	31448	25402	38756
Atp1b4	597	296	939	0	150	145	850	950	500	800
Atp2a1	543	495	2080	495	594	149	3250	2351	3100	2953
Atp2a2	2726	3270	33271	3980	4532	1236	36899	46603	40049	42903
Atp2a3	792	994	5851	797	1096	394	8950	6550	6450	9400
Atp2b1	4395	5725	54339	6464	5720	1739	55250	86401	56203	76908
Atp2b2	672	645	1686	596	247	49	2150	2400	2099	2201
Atp2b3	299	690	1191	250	299	100	1100	1250	1900	1100
Atp2b4	594	692	2085	394	245	449	2150	2300	1300	2150
Atp2c1	841	691	3316	545	597	246	5750	4050	5151	8600
Atp2c2	986	1137	5593	984	741	397	8300	6700	8150	11300
Atp4a	935	540	2376	647	642	295	1850	2300	2150	1900
Atp4b	543	349	1627	196	498	397	1550	2400	2001	1850
Atp5a1	2177	3225	31694	2685	3268	1292	39452	43201	37359	45255
Atp5b	2278	3325	31731	3761	3313	1285	35050	42302	42000	44949
Atp5c1	1890	3127	26616	2332	3460	891	36997	44550	33247	46300
Atp5d	2022	1780	12737	1441	1983	444	17448	18949	19651	28851
Atp5e	1389	1288	9429	1442	1528	299	13501	15000	13950	19248
Atp5f1	2522	3574	35547	3419	3779	1133	40350	54802	38650	49251
Atp5g1	1392	1580	19558	1543	2220	549	23601	25700	25200	29537
Atp5g2	1876	2416	19731	2129	2563	498	24650	27049	23350	30801
Atp5g3	2828	3510	37442	3877	3177	1342	42503	48103	43202	47501
Atp5h	2184	2898	21992	2926	2831	893	28348	34298	30900	40001
Atp5j	2317	4024	35960	3424	3864	1192	45501	55650	47300	63247
Atp5j2	1375	1691	15695	1887	1835	940	21500	24700	22051	27599
Atp5k	1482	1435	13591	1768	2128	694	17200	20650	18450	23751
Atp5l	1883	2579	19047	2829	1926	843	35400	36202	32650	43298
Atp5o	1783	2448	21356	2679	2078	939	28001	32049	27750	34850
Atp5s	1736	1291	11981	1235	1840	447	19849	20500	21249	24000
Atp5sl	1037	1145	5153	742	398	694	8850	10199	9050	12000
Atp6ap1	693	845	5864	946	891	448	8400	9199	8798	10200
Atp6ap1l	744	736	1835	145	400	246	1450	1998	1645	1650
Atp6ap2	941	1543	10871	1344	1147	637	14802	17951	13500	19800
Atp6v0a1	1238	1630	12231	1193	1041	445	19704	21649	23253	28598
Atp6v0a2	1535	1340	3408	644	542	642	2500	3849	2800	2850
Atp6v0a4	790	793	2537	494	198	299	2050	2200	2300	2100
Atp6v0b	1532	2131	12907	1832	2038	489	15946	17451	15550	21752
Atp6v0c	2183	2935	24514	3419	2672	1140	36399	42300	33349	55449
Atp6v0c-ps2	2183	2935	24614	3371	2672	1090	36399	42300	33399	55699
Atp6v0d1	1295	2177	12988	1640	1974	698	21199	26550	22249	33650
Atp6v0d2	992	347	1433	149	148	149	1750	2148	1700	1501
Atp6v0e	1774	1393	15577	2180	1641	643	19851	22100	17800	26502
Atp6v0e2	692	1088	3170	299	589	343	4100	4852	5450	6200
Atp6v1a	2480	2436	30769	3432	3017	550	39646	49999	38757	50599
Atp6v1b1	641	942	2439	498	297	197	1950	1750	2750	1900
Atp6v1b2	828	1326	9469	692	1041	248	13950	16049	13700	19001
Atp6v1c1	1239	1243	8433	789	1390	543	12646	14050	12749	18156
Atp6v1c2	830	544	2279	442	249	244	2100	1900	1600	2300
Atp6v1d	1783	2275	20073	1391	1723	692	30849	37750	30999	49996
Atp6v1e1	1383	1494	12073	1387	1243	738	19253	23251	18849	23754
Atp6v1e2	1115	690	2325	497	248	497	1600	2000	2050	3050
Atp6v1f	1389	1185	7316	547	542	399	9950	11049	7950	14751
Atp6v1g1	1386	1435	14237	1886	1639	491	18048	21549	17497	25398
Atp6v1g2	1730	1926	13929	1929	1985	548	20953	22505	22703	27346
Atp6v1g3	642	597	1883	100	199	298	800	2148	1200	1300
Atp6v1h	1385	1237	9246	843	1293	345	13999	18802	13950	22453
Atp7a	547	495	3664	543	248	394	7850	7847	8850	13050
Atp7b	792	890	6399	1035	888	444	12951	15350	13799	16502
Atp8a1	1874	1934	13029	1338	1543	846	19351	18402	17600	27151
Atp8a2	886	737	2274	444	345	294	2100	2700	2650	2650
Atp8b1	3413	5012	43413	5349	5164	1439	55949	60151	66650	67600
Atp8b2	886	639	3966	596	698	247	4000	3800	3000	3150
Atp8b3	737	892	2427	442	248	348	2200	1850	1850	2800
Atp8b4	396	533	1983	196	297	299	1346	2147	2000	1350
Atp8b5	695	641	2279	448	349	99	2500	3350	2900	4250
Atp9a	1387	1838	11172	1692	1543	942	13000	15999	13202	19348
Atp9b	1524	2133	14586	2033	1931	394	19401	25548	16448	25197
Atpaf1	1880	1387	11414	1688	1241	398	18650	16700	19150	22549
Atpaf2	1485	2072	16375	2032	2387	940	30151	31749	30498	39204
Atpbd4	1042	793	6999	693	1393	348	11949	15100	12152	19752
Atpif1	2115	1386	13871	1689	1582	896	20348	22101	17348	26102
Atr	1143	1287	9061	987	1143	548	14046	13750	11698	15050
Atrip	743	1244	10207	1532	1044	498	18451	18050	17200	23203
Atrn	1294	1544	10714	1736	1538	549	19500	17650	17201	25150
Atrnl1	1577	3178	25798	3275	2778	1288	46498	44501	39897	60402
Atrx	698	894	7136	1141	791	529	9847	11300	9500	11902
Atxn1	2588	3524	34155	4227	4620	1731	44999	54104	45100	55101
Atxn10	1530	846	5160	789	589	350	6100	5750	6449	6800
Atxn1l	1479	1437	10675	1090	1238	297	16697	18900	13850	23800
Atxn2	3229	4854	36813	3274	4821	943	43187	47229	40682	55490
Atxn2l	2084	3433	26333	3034	3169	1142	37248	45551	42498	53001
Atxn3	1369	1444	6648	841	745	249	10400	11699	13049	16348
Atxn7	1244	1941	21757	2888	2401	942	29151	30550	25949	36150
Atxn7l1	1585	2030	13612	1734	1785	401	17350	19101	17002	23051
Atxn7l2	1144	1139	8131	1044	877	496	14250	16197	14551	19649
Atxn7l3	2035	2561	20811	2881	2187	1168	36502	38041	34596	51545
Atxn7l3b	2134	2531	18992	1692	2334	344	29153	35850	33048	40550
Auh	1223	1239	5815	936	743	248	8600	7101	9005	12450
Aup1	1095	2553	13737	2084	2238	990	26950	28650	27050	37750
Aurka	1980	2384	21506	1888	2031	840	26550	29051	24450	32797
Aurkaip1	1868	1789	13093	1576	2129	644	21054	20452	20300	33700
Aurkb	1579	1736	11728	1240	2281	299	16150	15900	14849	20700
Aurkc	589	444	1591	198	99	293	850	1700	1401	650
Auts2	888	745	2727	448	398	300	5100	3850	4550	5100
Aven	1352	1390	12511	1237	1443	448	16851	22998	16900	25851
Avil	642	691	2483	632	635	443	2850	3151	3354	3500
Avl9	1491	1492	12911	1234	1538	444	21703	23700	19699	27546
Avp	446	842	1585	538	347	348	2950	2150	2400	2500
Avpi1	967	1339	9304	1140	1539	348	14000	18100	12350	21000
Avpr1a	381	446	1441	394	247	300	1450	2399	1500	800
Avpr1b	1124	442	1927	593	397	297	1750	2250	1800	1900
Avpr2	347	294	1470	247	150	248	1750	1000	1750	1450
Awat1	349	347	792	199	197	50	900	1500	950	1000
Awat2	326	150	1090	248	50	199	550	750	450	1000
Axin1	1941	2379	16199	1741	2239	696	17900	22752	16801	27999
Axin2	1786	3068	24649	2783	2486	896	29552	26448	24150	28399
Axl	992	741	2225	840	391	447	2896	1950	2600	2750
Aym1	490	594	2276	540	197	349	1999	2150	2200	1700
Azgp1	693	597	2622	541	400	398	1700	3100	1950	2150
Azi1	1091	898	5022	546	795	295	6800	7900	6554	8350
Azi2	1925	2939	27006	1586	3433	783	27107	35399	30549	40412
Azin1	1986	2833	33087	3333	2529	984	33548	54149	32299	47802
B020004C17Rik	886	545	1877	247	149	150	1600	1700	1550	1050
B020004J07Rik	493	446	1779	197	348	344	1401	1800	1250	950
B020014A21Rik	785	248	1633	297	199	345	1300	2100	1600	1450
B020018J22Rik	547	591	1726	298	346	445	1450	1900	2300	1700
B020031M17Rik	641	640	1680	345	247	393	1400	1750	1850	1100
B130006D01Rik	745	744	1879	292	298	198	3000	2450	2350	2600
B130024G19Rik	594	344	2529	549	48	390	2301	2550	2800	2701
B130034C11Rik	1493	2473	18788	2132	1837	749	24050	33349	25755	30298
B230118H07Rik	1072	492	3737	648	232	538	5100	4799	4250	7150
B230119M05Rik	348	194	1133	148	200	48	900	1150	1200	1100
B230120H23Rik	1881	1976	14660	2191	2131	396	18249	20498	17749	28150
B230206F22Rik	548	648	7263	494	491	198	10300	11950	10450	13450
B230206H07Rik	878	595	1924	392	395	443	3550	3751	3900	5553
B230208H11Rik	945	1039	7638	841	1332	547	12149	12700	15153	18999
B230208H17Rik	1541	2179	15713	1881	2231	595	22050	25051	23950	26454
B230209E15Rik	646	392	1590	198	99	199	500	2100	800	550
B230209K01Rik	694	543	1729	199	197	344	1550	1450	1250	750
B230214G05	795	399	1582	200	447	200	550	1650	1200	1200
B230216N24Rik	940	794	2271	299	149	249	1800	2200	2449	2549
B230217C12Rik	1075	740	3076	696	495	445	3348	3450	3950	5050
B230217O12Rik	1740	2686	25486	3476	2881	744	39399	44348	39650	48701
B230219D22Rik	2136	2293	21313	2235	1892	741	24602	27704	24249	33200
B230312A22Rik	891	542	5857	886	1281	395	8950	9100	7700	8800
B230312C02Rik	493	790	1876	490	395	299	2550	2402	1850	2000
B230319C09Rik	1188	1095	8184	1194	1143	696	12650	12452	15451	18997
B230323A14Rik	592	843	1527	347	248	299	950	1100	1450	900
B230378P21Rik	796	595	1919	199	441	395	950	1750	1250	1150
B2m	2031	2535	31011	2179	2772	790	37001	33951	37250	49150
B330016D10Rik	2369	3030	31060	2878	3087	990	42250	48148	42097	58897
B3galnt1	837	692	1737	399	492	150	1850	2200	1700	1502
B3galnt2	1569	2579	10854	1594	996	596	14950	17550	15597	22950
B3galt1	249	495	1581	544	198	197	1100	1350	1450	1350
B3galt2	734	150	2031	197	245	50	1650	2849	2400	1199
B3galt4	892	1347	7059	1334	1393	594	13600	13750	15196	18500
B3galt5	1045	448	1437	496	296	48	1750	2400	2250	1996
B3galt6	3274	2925	36063	3963	3718	1296	47600	58152	43353	66350
B3galtl	1191	1540	9827	1576	1445	545	12900	11500	13200	15750
B3gat1	690	793	1483	288	150	247	1450	1000	1150	1250
B3gat2	738	893	2287	499	439	397	3450	2450	2750	2900
B3gat3	1705	2039	11115	1095	1143	396	18599	19350	16402	23750
B3gnt1	1790	1490	10320	1594	1486	599	16352	16050	15197	21152
B3gnt2	1687	2805	21404	1790	2530	900	28451	33300	29747	43855
B3gnt3	2025	2479	19845	1887	2527	793	27849	31900	27302	34449
B3gnt4	1121	681	2764	742	447	295	2950	3250	2250	1900
B3gnt5	939	299	5200	641	694	246	5699	4950	4150	5850
B3gnt6	793	541	1937	495	197	396	2650	2300	2600	3051
B3gnt7	1483	1526	8874	1291	1485	500	8550	7250	7499	10300
B3gnt8	871	795	3066	691	445	445	4347	3700	3600	5100
B3gnt9-ps	1326	1195	3270	350	547	495	4650	4950	5050	5453
B3gntl1	1384	943	7342	793	640	349	12050	10850	12650	16399
B430010I23Rik	1141	995	8563	1392	746	148	12600	19300	17550	23250
B430212C06Rik	1124	693	2673	548	296	250	2700	3245	3200	3850
B430306N03Rik	646	642	2470	149	443	148	1600	2350	2150	2700
B430319G15Rik	743	547	1637	100	150	246	2950	2350	2896	3596
B4galnt1	2780	3416	29935	3360	3674	1045	45050	54500	47949	49901
B4galnt2	1989	2666	23994	2864	2712	880	29451	30651	29650	35799
B4galnt3	897	1436	7400	1138	840	492	14849	15299	15001	21252
B4galnt4	1040	790	6149	733	1089	300	9402	8950	7100	9100
B4galt1	2409	3626	26031	2443	3071	1341	28599	36297	34148	42200
B4galt2	643	1340	2478	498	590	248	3399	3450	3800	4450
B4galt3	1210	1933	13734	1584	991	497	20650	23300	22299	30700
B4galt4	1241	1095	9168	1242	1043	646	13747	12551	13849	15400
B4galt5	2019	3080	23330	3617	3177	746	25299	35549	27899	31548
B4galt6	1676	2427	19441	2536	1728	1037	27250	34351	27600	31699
B4galt7	1531	1341	8952	695	1289	496	13805	13954	12252	18408
B630005N14Rik	1145	1292	10057	1536	1243	547	13500	15454	12851	17350
B630019K06Rik	848	347	3127	596	496	197	5150	5350	4650	7150
B830017H08Rik	839	396	2280	398	397	394	3000	2350	2550	2950
B930003M22Rik	334	773	2590	100	535	199	3649	2950	2200	3600
B930007M17Rik	995	698	4417	842	790	398	6450	6550	5900	8151
B930018H19	1087	541	2373	692	392	401	850	1800	1600	1250
B930025P03Rik	544	745	2629	1039	339	98	1350	2950	2700	3050
B930041F14Rik	842	892	5599	1088	832	597	6951	7600	7700	9350
B930059L03Rik	2461	2829	24458	2581	2860	742	31600	45200	29501	46600
B930092H01Rik	777	543	2618	297	499	238	2000	3451	2250	1500
B9d1	648	798	4548	593	640	496	5300	4850	5700	6598
B9d2	1189	843	3852	245	595	249	4200	4550	4150	4050
BB014433	733	696	2080	245	248	200	2200	2351	2500	2450
BB019430	645	743	1929	297	198	548	1100	1445	1150	1450
BB031773	845	398	1240	346	50	199	1200	1198	1600	1700
BB123696	947	493	1777	396	397	98	2250	1550	2350	1400
BB283400	992	594	3367	497	597	493	6700	4600	5899	7800
BB287469	395	495	1877	200	150	50	1050	1600	1150	1051
BB557941	986	1285	4661	544	397	399	7900	8950	7600	13699
BC002163	1037	1677	9420	1483	1242	250	15700	17150	15750	20449
BC002230	1480	496	6543	549	448	393	10400	10650	10950	13200
BC003266	1387	791	6693	1186	993	596	13850	12450	12851	15250
BC003331	1489	2189	19860	1935	1290	889	29851	35401	28899	42946
BC003965	794	1834	10657	894	1340	434	17200	22701	18050	28302
BC004004	2121	1644	13291	1790	1348	742	22550	21000	22750	29151
BC005537	3080	4825	44882	3768	5254	1429	65300	77702	65796	96496
BC005561	1039	1638	12233	1143	1089	594	18100	21749	17100	22099
BC005624	1075	1139	8002	1489	940	348	12450	14050	10550	17300
BC005764	545	641	3023	549	399	348	3200	2600	3300	3500
BC006779	1468	1778	12629	1432	1290	493	20900	21802	20200	31651
BC006965	537	398	2383	347	393	138	1650	2200	1700	1250
BC013529	1191	1793	11601	1433	1096	396	17100	19450	16001	24600
BC013712	1036	745	2776	248	145	296	3500	3650	3851	3700
BC016423	691	1488	9715	848	1535	496	17099	19800	16900	27800
BC016495	1441	1988	15995	1674	2333	792	24006	28151	20206	28552
BC016579	1932	2024	20162	1634	2379	642	25050	25050	25301	32450
BC017158	1636	1092	8706	1422	1094	588	12652	12701	11149	14151
BC017612	720	592	2975	444	200	293	4450	3701	4400	5850
BC017643	1483	1189	9587	1036	1092	296	12800	14950	13602	18750
BC017647	885	1185	6339	1034	546	146	11800	12800	12150	19250
BC018242	1035	396	1527	498	644	246	3047	2400	2550	3050
BC018473	590	838	2918	538	494	395	3450	2350	3451	5050
BC018507	1340	1339	10377	594	1089	198	16100	17750	14500	22400
BC020402	2384	2961	31311	4266	3826	943	41044	49898	40894	54647
BC020535	797	398	2581	544	286	247	2100	2050	2500	1450
BC021614	596	641	3716	544	398	575	4200	3699	4002	5701
BC021767	593	495	2416	395	253	349	3200	3800	3850	4400
BC021785	546	544	1827	349	299	199	1900	2202	2100	1000
BC021891	2228	3517	31252	4499	3370	1638	35100	37601	31350	38150
BC022687	1039	1380	3824	845	297	198	6751	4951	5500	7550
BC023829	589	696	4852	491	550	150	8200	6900	9100	10550
BC024139	882	989	2768	738	447	349	4900	3900	4000	4550
BC024386	845	893	2131	445	240	298	2550	3500	3400	2549
BC024479	1276	1783	16060	2042	1589	598	28950	32600	23600	35400
BC024582	828	596	1886	494	345	150	4050	3050	4050	3800
BC024659	1123	1487	12416	1040	1582	596	16649	15302	14800	20100
BC024978	1290	1880	15561	1569	1236	346	16903	24750	18251	23701
BC025920	1328	894	4166	593	691	494	8400	7394	7900	12550
BC026585	1089	640	3477	249	497	445	2451	3500	3000	3100
BC026590	1631	2236	11162	1486	1489	692	18300	22050	17442	25650
BC027072	446	545	2220	197	197	249	1200	1850	1050	900
BC027231	1584	1896	13515	1397	1832	488	17900	20650	19003	26000
BC028528	1088	447	3120	448	445	350	4400	5100	4650	6296
BC029214	1145	1692	7543	1435	891	548	11399	10200	12750	17450
BC029722	1536	1736	11742	1839	1287	646	18551	21800	20800	27499
BC030307	3367	3230	35575	3854	4464	745	36296	57948	44151	45049
BC030336	1043	1395	11657	1484	1591	298	20099	17250	16599	24599
BC030476	1099	797	2911	583	495	237	2550	3051	3750	3400
BC030500	298	397	991	350	149	298	750	1550	1250	1050
BC030867	894	1241	4809	645	693	484	6650	5751	6250	7450
BC030870	1384	1337	10711	1484	1287	296	18000	21900	17701	25450
BC031181	1340	1941	16451	1829	1680	447	24351	29100	26999	35049
BC031353	1088	993	5390	443	693	195	7450	8150	8152	10099
BC031361	2458	3232	31276	4067	3220	1342	44101	50905	41647	57401
BC031781	1686	1938	14048	1240	1588	793	21500	24648	19801	33151
BC032203	1045	740	2484	348	298	200	3000	2600	2450	2150
BC033916	888	497	1888	396	346	348	3394	2450	3350	2700
BC035044	593	541	2470	398	249	149	1450	2050	1750	1550
BC037032	1542	1386	10806	1940	1542	592	13650	15700	13650	15349
BC037034	1373	1634	12624	2083	2728	687	20102	20450	19950	23495
BC037704	1085	1386	13301	1485	2031	738	18894	21400	19650	25848
BC039771	934	542	2426	644	448	637	2650	3700	2900	5401
BC039966	474	392	2074	243	293	445	1500	1700	2301	2550
BC046331	1727	2470	13754	2234	2041	1193	23494	24500	20050	26951
BC046404	2022	1934	17736	2283	2731	694	24250	24549	26350	31797
BC048355	1222	894	2877	1043	650	443	4250	4451	3400	3850
BC048403	1194	1075	7635	944	1087	477	10850	13350	10700	12604
BC048502	387	347	1741	296	150	98	1550	2550	1999	1750
BC048507	497	596	2345	246	447	231	1400	1850	1250	800
BC048546	493	645	2412	347	149	246	1599	1850	1700	2200
BC048562	846	200	1636	443	199	99	1000	1500	1650	2100
BC048602	1284	547	3014	397	196	249	2600	3650	2300	4350
BC048609	494	792	2079	443	347	484	4000	3250	3950	3650
BC048644	841	1428	6100	839	498	297	7450	9601	8199	10550
BC048671	396	394	2035	295	296	446	1400	1600	1250	900
BC048679	895	396	1774	693	148	296	1350	2000	1950	1200
BC048943	888	492	1684	249	245	199	2150	2300	2200	1750
BC049352	840	448	4362	841	696	492	5900	4350	5350	7100
BC049635	444	440	1884	346	250	199	2050	2202	2350	2050
