Gene ID	CV-H3K9ac_F1.sort.bam	CV-H3K9ac_F2.sort.bam	CV-H3K9ac_F4.sort.bam	CV-H3K9ac_F5.sort.bam	CV-H3K9ac_F6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Cflar	10228	15758	16166	15615	3492	60902	78353	63400	80399
Cfp	1347	1370	800	398	449	1200	1100	1100	800
Cftr	4080	5834	4836	4840	1698	16550	20700	21648	23349
Cga	2696	2146	898	899	843	1300	2700	2000	2100
Cggbp1	7086	10781	11980	12578	3124	37452	36902	35900	49848
Cgn	5085	7820	6881	9631	2592	30150	29948	30250	45900
Cgnl1	2540	2893	2346	1441	1244	4050	3450	4150	5651
Cgref1	3595	4532	4338	3885	1748	12050	16200	12150	14901
Cgrrf1	4294	5191	4940	4484	2542	17399	20147	17101	23350
Ch25h	2933	1795	1346	1049	1098	2550	2350	3351	3300
Chac1	4236	3840	3591	3540	1543	6250	7950	6300	7300
Chac2	3693	2941	3493	3096	1046	12200	11450	12052	16950
Chad	2741	3987	2597	2291	943	4851	4950	4150	6700
Chadl	1994	1996	1444	747	750	1552	2650	1950	2151
Chaf1a	4585	4341	4791	4940	1548	13500	12900	15951	19650
Chaf1b	3787	3300	2349	3197	1745	7000	7850	6801	9250
Chat	1835	2042	1445	1148	848	1300	1650	1501	1500
Chchd1	4338	5637	4292	5080	1298	15800	19697	15900	21449
Chchd10	5436	5890	7117	7289	2794	14400	17550	17750	17249
Chchd2	5926	6681	6741	6334	1846	19951	23952	20251	24852
Chchd3	4040	5882	4892	4492	1947	14099	16000	13150	16400
Chchd4	6033	6980	7784	6787	2694	24550	27350	26351	37850
Chchd5	4327	5040	3984	4981	1897	17700	17750	15848	22249
Chchd6	2842	2092	1242	1445	1145	3899	4800	4150	5050
Chchd7	4637	6986	6536	7787	2049	24899	28655	22949	31050
Chchd8	4283	5180	4295	5839	1498	12300	17102	14052	19700
Chd1	8128	12175	13678	11416	3793	42698	51695	41349	54248
Chd1l	4279	3391	4294	4345	1797	8349	10050	9350	12650
Chd2	7328	7732	7576	6982	1597	46006	63557	47700	60051
Chd3	5989	10433	10091	10330	2693	25899	24552	24302	33349
Chd4	5877	7734	7738	6538	2547	23050	23146	23200	28349
Chd5	2388	2840	1749	1799	993	2400	2650	3100	2748
Chd6	3437	4938	3890	4494	1830	12450	11850	13301	17601
Chd7	7986	15580	15657	15634	3495	46602	49751	43505	55001
Chd8	2237	2389	899	898	1046	2550	2600	2450	2900
Chd9	3873	4544	3429	4034	1886	12100	10501	13201	17549
Chdh	6474	7485	5890	6943	1740	27800	26650	24750	27000
Chek1	4030	3791	3639	3686	1144	11904	10348	10499	13000
Chek2	3874	4485	2931	3240	1349	11802	12599	12350	16800
Cherp	4840	5745	5440	5394	2135	17650	20351	19500	27900
Chfr	3236	4785	3396	3448	1285	14251	12549	10754	17748
Chga	2444	2287	1790	1748	997	2100	3650	2300	2400
Chgb	1492	1695	1396	1648	1087	2150	4346	2300	2650
Chi3l1	2142	2197	1347	1096	1094	1900	2150	2150	1700
Chi3l3	4477	2096	1545	1299	1649	2100	4350	2600	1150
Chi3l4	3787	3735	1747	1343	1846	2100	3150	3250	1900
Chia	2544	1345	1148	850	599	600	2600	1149	850
Chic1	1896	2395	2239	1895	847	6800	5550	5900	8249
Chic2	7581	8684	8972	9038	2577	25650	27901	23200	35600
Chid1	5333	5088	5044	5891	2492	13300	15950	14700	20400
Chit1	2587	2395	1798	1399	1046	1649	3148	1900	2601
Chka	6336	9182	12074	7629	3278	29199	44610	31110	42800
Chkb	7429	10775	12333	11178	2846	39354	56302	42452	51548
Chl1	2290	1942	1544	997	300	599	1450	1050	700
Chm	2244	1549	1599	1694	750	7500	10050	7850	10850
Chml	1597	1646	1146	1047	698	1650	2000	1850	2100
Chmp1a	5682	9373	9139	8777	2794	24150	32502	24898	32751
Chmp1b	5939	7385	7241	5741	1449	25351	33850	27500	37001
Chmp2a	6288	8329	8684	8388	2744	25550	32951	28350	37450
Chmp2b	8415	12724	11027	11578	2780	40449	48806	40351	60754
Chmp3	6429	8928	7883	7623	2445	27849	34948	28899	39599
Chmp4b	8677	12973	12911	13956	3236	41051	55451	45050	74600
Chmp4c	6335	8622	8880	6376	3139	28502	41100	33450	39050
Chmp5	5677	7981	7083	8715	2243	26199	25350	24800	33351
Chmp6	5043	8179	8517	11177	3338	35602	36252	37551	48300
Chmp7	5247	8663	7135	7530	2347	30999	34849	33353	47252
Chn1	2742	1699	1300	1546	850	3001	3750	3200	4450
Chn2	4894	5530	5684	6789	2149	16500	19600	19450	23350
Chodl	2242	1749	1145	650	1047	1749	1750	1501	1900
Chordc1	8174	7977	9275	8879	2297	18699	29900	26999	26250
Chpf	3489	3734	2596	2844	995	5100	7650	5651	9350
Chpf2	3392	3772	3796	3142	1697	8200	7547	7700	11152
Chpt1	3694	7077	6936	5886	1894	16000	19347	14000	17850
Chrac1	5279	6289	5994	7285	2446	23600	25400	22451	34401
Chrd	3831	4190	2739	2696	1449	3801	4400	4549	6350
Chrdl1	1198	1194	550	200	300	751	1150	600	450
Chrdl2	2752	2385	1345	1100	597	2200	2100	2650	2050
Chrm1	3192	3589	2244	1441	1000	4050	3250	4149	5450
Chrm2	1999	1742	1499	698	793	1550	1800	1400	1150
Chrm3	2995	4291	3246	2842	1198	9199	9151	9852	13650
Chrm4	2919	3843	2745	2282	1244	4500	3700	4051	5350
Chrm5	1793	1897	1097	699	1195	2150	3300	2400	3050
Chrna1	1985	1798	1344	1099	900	1850	2150	2250	1250
Chrna10	2092	2495	1898	1048	847	2350	2200	2300	1651
Chrna2	3083	3040	1599	1397	948	3201	4600	4948	5251
Chrna3	2043	2548	2048	1184	998	2050	2550	2100	2600
Chrna4	1997	3041	1747	1546	848	2300	2251	1850	1749
Chrna5	2439	2396	1694	1199	798	4200	2950	2850	3450
Chrna6	2148	2446	1048	648	949	1446	2150	1700	2150
Chrna7	2144	1596	1548	892	847	1050	2050	1650	700
Chrna9	2740	1498	1152	950	1037	1550	2098	2350	1700
Chrnb1	3486	2697	2242	1647	1244	6601	6150	6199	9100
Chrnb2	2991	2393	1098	1300	1020	1600	1500	1650	1350
Chrnb3	1945	1891	794	900	748	1750	2150	2050	1800
Chrnb4	2977	2494	2097	1547	1050	3300	2850	3000	4600
Chrnd	2132	2839	1998	1943	1101	3100	2750	2600	2250
Chrne	2195	2343	1447	946	1899	2600	2350	2950	2000
Chrng	2297	2760	1991	1699	699	1950	2950	1900	2500
Chst1	2447	2093	2243	1348	1147	1650	1400	1350	1900
Chst10	2132	2599	1443	1395	846	2000	2350	1900	2700
Chst11	2185	3988	2080	1997	1047	5400	6000	5950	7352
Chst12	2972	3937	1645	2244	1250	3249	4500	3602	3850
Chst13	2977	2746	1400	1645	949	2549	2049	2700	2350
Chst14	3335	3782	1700	2447	1699	5450	5300	4150	7050
Chst15	3541	3446	2547	2133	1400	7050	4452	5450	8200
Chst2	1747	2500	1449	1495	1194	3350	3400	2550	3500
Chst3	2146	1998	1397	1347	1197	1750	2600	2350	2400
Chst4	3690	3537	2646	2440	1295	5500	5200	4099	5600
Chst5	2538	2693	1701	1147	642	1848	2300	2650	2050
Chst7	399	1200	600	250	397	450	950	450	400
Chst8	2842	3939	2096	1795	848	6599	6700	5650	8800
Chst9	2598	1397	1096	947	941	950	1800	1100	850
Chsy1	2295	3739	2396	2047	697	6050	5600	4903	5650
Chsy3	1967	2498	1497	1400	799	2050	2450	2000	1400
Chtf18	3690	4940	3792	3693	1474	10251	9400	10000	11550
Chtf8	6487	7296	8885	8933	3096	27200	30302	24650	36350
Chuk	5341	7641	8635	8778	1898	19750	26500	20900	29801
Churc1	3537	4892	4893	5820	1946	12250	16550	11850	18000
Ciao1	8032	11909	9957	11679	2749	34400	37250	31050	42053
Ciapin1	8628	10739	12478	12886	3392	37000	46701	38400	46450
Cib1	6187	9267	8474	9134	2992	35099	34808	32550	43348
Cib2	2944	2975	1999	1597	1391	4000	4300	5453	5051
Cib3	2483	2193	1798	1542	1349	3152	2850	2450	3200
Cib4	2744	2292	997	994	1145	2100	1950	1899	1400
Cic	4346	4492	4141	4490	1649	10799	10949	10250	16251
Cidea	2724	2543	1798	1146	900	2750	3495	3150	4200
Cideb	3940	6470	4834	3483	1893	23251	27899	27403	35600
Cidec	3588	3792	3485	3639	1589	9050	11750	12549	14850
Ciita	2687	2492	1750	950	1096	2199	1950	1650	2550
Cilp	2429	2290	1546	1252	1283	1899	2200	2200	2852
Cilp2	2397	2494	1795	1703	1290	2850	3399	2650	2700
Cinp	3187	5082	4439	5523	1593	13749	14900	12950	19650
Cir1	3629	4481	3881	3887	1748	14998	18702	16850	24600
Cirbp	4932	6492	7539	7833	2498	19557	20103	19547	28899
Cirh1a	6487	7346	8885	8933	3046	27200	30352	24800	36350
Cisd1	4673	5192	5685	5739	1344	14348	15049	14398	19750
Cisd2	5588	7088	5934	6521	2289	28903	31650	29751	38850
Cisd3	5389	7975	6589	6626	2446	22700	23251	24151	29452
Cish	3978	4182	3740	3143	2088	10251	9651	10751	14950
Cit	3324	4295	3548	2793	1145	7100	6400	7600	7151
Cited1	1247	1494	949	697	300	1900	2099	1600	2654
Cited2	7186	13072	9329	11867	3244	42800	38100	38299	39550
Cited4	3036	4393	4240	3540	1449	9151	7901	7949	10449
Ciz1	5913	6479	6928	6089	2444	20650	20150	21400	29250
Ckap2	3591	4084	2991	2997	1444	5800	6600	6551	8350
Ckap2l	4185	5284	3292	4144	1543	12051	12801	13100	18801
Ckap4	4239	3442	2790	4440	1249	6300	5200	6850	5650
Ckap5	2235	1801	800	550	743	1600	2150	1950	2750
Ckb	2689	2893	3690	2843	1800	8150	6800	7200	11300
Cklf	3384	2893	1347	1350	1148	4550	3900	5752	6300
Ckm	2595	3131	1832	1496	750	2852	2800	2450	2050
Ckmt1	5642	6436	5924	5580	1992	23299	28200	25650	28451
Ckmt2	2191	2446	1794	1597	646	3050	3600	3600	4449
Cks1b	5754	7920	7079	6981	2198	22350	29648	23000	32450
Cks2	6518	7693	7486	8876	2199	24000	27400	26450	34499
Clasp1	6530	6038	5877	6138	1493	28301	25503	28301	35704
Clasp2	5433	7173	7095	6630	2291	24300	29747	23800	30200
Clasrp	4338	5792	6189	6339	1595	17400	18953	19101	25502
Clca1	2292	2844	1145	1248	849	3500	3950	2900	4300
Clca2	2637	2145	2145	1091	1094	3250	4300	2800	3550
Clca3	2893	2785	1448	1549	1045	5250	5700	6000	4400
Clca4	4731	4490	4087	2993	1548	11100	8600	8450	11547
Clca5	2190	1498	798	999	1197	2200	3300	2450	3350
Clca6	3484	3848	3542	3492	950	17001	21850	29250	40001
Clcc1	3988	5388	4540	4539	1546	16200	17349	13100	22000
Clcf1	3037	4043	2789	3395	1697	8499	6950	7851	10450
Clcn1	2444	1196	1297	1146	698	2900	3500	3400	3252
Clcn2	7469	10277	11489	10227	3638	39103	44804	34497	50096
Clcn3	6136	7937	8978	8629	1747	25547	37851	33451	45400
Clcn4-2	7371	9639	11377	10187	2746	27497	36654	26906	34700
Clcn5	1992	2248	2149	1798	400	7150	7650	6350	10500
Clcn6	3595	5242	5479	4535	1998	11700	17000	11650	20799
Clcn7	4531	2940	3346	2642	890	11000	14745	11150	17050
Clcnka	4382	2598	2396	1600	1194	2600	2500	1900	2500
Clcnkb	2092	2641	1894	1699	1100	3100	2150	2450	2550
Cldn1	1748	2198	899	749	945	1650	2400	2250	1350
Cldn10	2237	2143	1493	750	847	1550	1700	1950	1300
Cldn11	2691	2992	1647	1148	636	2100	2600	1650	1600
Cldn12	4090	5244	4294	5433	1548	15251	18801	16798	21249
Cldn13	2988	2393	1647	1889	1296	1750	2550	1850	2650
Cldn14	2091	2787	1848	2295	598	2350	3200	2800	4500
Cldn15	10026	14929	15616	15624	5983	50251	52749	57507	62252
Cldn16	2095	1944	749	650	998	1000	1650	1400	500
Cldn17	2040	1593	682	698	698	1350	2000	1500	900
Cldn18	1694	2336	1346	799	598	1500	1850	1150	1100
Cldn19	2713	2141	1847	1745	1148	1900	2500	2150	2000
Cldn2	1447	1046	894	698	526	499	1101	850	1750
Cldn20	2144	1995	1649	398	744	1500	2700	1700	1850
Cldn22	1828	2589	1699	889	996	1700	1650	1300	1600
Cldn23	10373	13918	16266	16152	4638	41698	60599	45000	56151
Cldn24	2093	2294	1447	643	649	1600	1500	1350	1600
Cldn25	3592	4310	3775	3340	1300	11400	11700	12299	15650
Cldn26	1984	2092	1699	900	1196	1850	1300	1550	2100
Cldn27	4035	3442	2096	1647	1343	4050	2801	3050	3900
Cldn3	13954	26398	23634	27619	7034	77650	91248	84699	93599
Cldn4	3989	5336	5189	6233	1742	11352	14102	12500	19003
Cldn5	3026	2691	1497	1495	1246	3300	2500	2950	2900
Cldn6	2897	2345	2045	1598	1647	4000	4600	4050	5000
Cldn7	14374	23531	23696	26690	6288	89548	130199	92200	122395
Cldn8	3126	2340	1897	1246	646	4000	4750	4100	6151
Cldn9	2333	3191	1897	1847	1346	3100	1900	2850	2850
Cldnd2	2795	2745	1493	1842	1349	3000	3148	3150	2450
Clec10a	2135	2341	1594	948	698	1850	2350	2250	1550
Clec11a	2746	2993	1747	1847	1098	2600	3050	2650	3300
Clec12a	2330	1994	1098	1153	998	1900	2050	1800	1500
Clec12b	2342	1695	1149	739	949	1350	1800	1700	1550
Clec14a	2392	2144	1792	646	848	2900	2150	2350	2550
Clec16a	4082	5538	4888	4546	1744	19050	19750	17300	24450
Clec18a	2414	2693	1693	897	747	2350	2700	2650	2500
Clec1a	2886	1597	1150	1045	1094	900	1749	1600	1400
Clec1b	2293	1497	1146	800	848	2300	3000	2050	2000
Clec2d	10868	17408	15707	17205	4088	62049	76601	65403	69249
Clec2e	6134	7926	10526	6728	2144	59500	99101	63246	79952
Clec2g	1989	1747	998	798	848	1700	2300	2353	2300
Clec2h	9163	13848	11924	10275	3292	67547	105354	65455	74505
Clec2i	2445	1993	1644	1046	800	1650	1650	1750	1250
Clec2l	2543	2392	1998	1150	1147	1350	1300	1700	1950
Clec3a	2637	1892	1140	700	648	1999	1800	950	1350
Clec3b	2145	2250	1647	1445	1050	3350	2550	3650	3448
Clec4a1	2292	2094	698	997	1441	1200	1700	1100	1350
Clec4a2	2540	1395	1396	595	650	1250	2200	950	1200
Clec4a3	2197	2041	1349	697	549	1050	1350	1200	700
Clec4a4	2472	1144	894	600	600	1400	1649	1350	1450
Clec4b1	1898	1848	1145	649	895	1150	1650	1450	1200
Clec4b2	1961	1699	900	545	297	1100	1600	1250	700
Clec4d	1588	1644	795	299	649	850	1900	450	900
Clec4e	1845	1595	500	799	550	950	1750	1700	1100
Clec4f	2091	2144	1294	1050	1299	2100	2350	2000	1650
Clec4g	2289	2789	1648	849	749	1350	1800	2250	800
Clec4n	1893	1696	1244	799	850	1350	2550	1500	1250
Clec5a	2346	1397	1447	599	1245	1800	2149	1900	1050
Clec7a	2391	1195	1144	799	1144	1200	2400	2150	1450
Clec9a	2144	1746	899	349	849	1200	2350	2300	1200
Clgn	2797	2196	1493	896	1298	1550	2150	1800	1700
Clic1	5483	9921	8214	8281	2545	26954	26750	31701	37148
Clic3	3347	2885	2295	2143	1293	3850	3900	4000	3350
Clic4	4085	4498	5248	4741	1600	12950	11202	11500	16650
Clic5	3290	3494	2596	2548	794	8000	5850	6700	8950
Clic6	3582	4546	3737	3692	1749	10100	9450	11050	13900
Clint1	6892	10775	11138	13285	3493	27797	35650	34299	38249
Clip1	4041	5793	5738	6835	1547	15200	17648	18749	23349
Clip2	7422	10332	10420	13433	3142	34450	33847	31451	40101
Clip3	2391	2697	1799	1448	1100	2400	2600	2450	1900
Clip4	1945	1848	898	749	599	850	2150	1250	800
Clk1	9385	11625	11728	9031	2796	41852	55703	36098	53397
Clk2	4881	5638	5047	5288	2146	19850	22245	20400	27850
Clk3	8963	13275	13688	15063	3945	53202	58394	49949	67250
Clk4	7436	9137	10732	10868	2892	30650	38149	31699	42700
Clmn	4532	6295	6341	6481	1896	11245	12002	10851	11300
Cln3	3877	5733	5038	4244	2037	17250	23548	17900	26950
Cln5	4091	4785	4939	5188	1948	13750	17100	15550	22000
Cln6	3547	4837	3988	3538	2088	9951	10402	9200	12150
Cln8	6029	7323	7185	6741	2594	19450	29500	24950	32150
Clnk	1596	1648	1345	797	1038	1550	2150	1800	1400
Clns1a	3191	4640	2844	2895	1648	9800	10100	9100	13850
Clock	6981	11927	10793	11539	3943	41845	40000	38500	59353
Clp1	4390	4643	3884	3294	1590	15750	15050	15301	23552
Clpb	3741	4228	2896	3241	1198	6650	7100	6450	9399
Clpp	4342	5582	4589	4691	1444	12600	14451	13747	17851
Clps	2177	2846	1842	1397	950	3000	3500	2900	3700
Clptm1	6430	10180	7684	9024	2244	33001	32900	32150	44698
Clptm1l	6332	7935	7921	8132	2240	25200	28900	25200	35698
Clpx	6047	8190	8586	8416	2789	35300	36600	31954	48849
Clrn1	2739	1446	1145	698	597	750	2150	750	900
Clrn2	2843	1842	1146	800	1043	2550	2450	2950	3099
Clrn3	5379	7534	6726	6331	1790	33399	51350	36999	42049
Clspn	3277	3344	2642	2549	1200	7500	6750	6752	8201
Clstn1	4754	5245	5794	5194	2641	14003	12650	13749	18001
Clstn2	1592	1645	897	1250	1049	1450	2100	2250	1800
Clstn3	2637	2189	1747	1448	1098	2500	2900	2500	2850
Clta	4588	6489	6686	5773	1848	21600	22899	22600	29698
Cltb	5141	7042	5938	6681	1734	21750	27100	24600	32956
Cltc	13024	20532	19057	22050	4889	69448	86747	73549	89402
Clu	2695	2899	1396	1446	698	2800	2750	2600	3200
Cluap1	4389	4786	5298	3538	1448	14849	15200	14500	20900
Clvs1	1444	1496	1096	697	400	1300	2100	750	1000
Clvs2	1645	1643	900	399	498	1050	1400	950	550
Clybl	3184	3739	2393	2241	1349	5900	6650	6850	6800
Cma1	2438	2298	1235	893	850	2300	2350	2450	1750
Cma2	1937	1394	1242	250	1049	1450	2200	2150	2000
Cmah	2545	2143	1399	1100	798	1350	2350	1750	1600
Cmas	6891	8382	7980	10278	2846	17447	26900	17797	21049
Cmbl	4336	5382	3194	3842	2087	17450	17701	17350	19150
Cmc1	3739	4590	3140	3587	1098	10000	11800	11051	13650
Cmklr1	2093	2681	1298	997	646	1400	2050	1500	1050
Cml1	4489	5191	6340	5987	1846	22000	32050	25650	33900
Cml2	2993	2492	1691	1195	698	3000	2600	2400	3500
Cml3	2885	2841	1047	500	796	1500	2450	2350	3000
Cml5	2939	2280	2172	1296	883	4250	5800	6100	6600
Cmpk1	7074	8441	9221	10266	2599	30851	40350	30400	42001
Cmpk2	4183	5235	4391	3189	1700	15648	16451	15249	23501
Cmtm1	2532	2332	1733	1348	696	1200	1550	1150	2100
Cmtm2a	2794	2394	1544	948	844	1800	2150	1700	1449
Cmtm2b	2037	1896	1447	650	747	2050	1950	1900	1600
Cmtm3	3588	2846	2442	3234	1546	6200	4601	5399	6497
Cmtm4	5655	8325	7631	8682	2486	21501	20800	21205	28402
Cmtm5	1893	2445	1594	1300	593	3050	2500	1750	2150
Cmtm6	3642	5879	3799	4235	1447	16550	14250	15600	21600
Cmtm7	3592	3414	3138	2741	1395	6650	6150	4194	6200
Cmtm8	2649	2392	1698	1797	1298	2900	2600	3050	3101
Cmya5	2095	2446	1399	1498	946	6201	5801	6151	7001
Cnbp	9320	11227	13242	13921	3542	41746	52401	42750	57601
Cndp1	2469	3189	2190	2047	1596	9037	9250	10000	11550
Cndp2	4573	5193	5686	4534	2245	14851	19100	13950	19450
Cnfn	2686	2839	1890	1299	900	2500	2150	2050	2150
Cnga1	1897	1992	946	1395	697	1800	2150	2501	3050
Cnga2	1294	997	450	500	250	700	900	600	650
Cnga3	2627	1949	1098	1000	950	1248	1500	1752	850
Cnga4	2845	2288	1850	1299	1089	1150	2150	2100	1300
Cngb1	1941	2296	1449	850	843	2400	2350	2350	1650
Cngb3	1845	1744	1095	648	641	650	1650	1250	900
Cnih	3828	4597	4649	3891	1248	14949	15598	14850	19250
Cnih2	2281	2341	2848	2094	1349	3200	2750	3500	3600
Cnih3	2791	3296	1544	1294	849	3247	2600	2949	3300
Cnih4	3799	4387	5391	4935	2096	12401	12600	12348	14850
Cnksr1	5285	6687	5340	5190	2344	18749	23249	17600	28001
Cnksr2	1145	849	549	600	250	898	950	1250	800
Cnksr3	5590	8429	8457	7585	1694	32050	40150	33353	39800
Cnn1	2192	2196	1598	1249	1346	2350	2150	1700	2950
Cnn2	2939	3343	2496	2549	1142	5953	5700	4750	8597
Cnn3	3918	4995	4893	4844	1596	14598	14400	13152	17348
Cnnm1	2593	2241	1697	1146	948	2300	3153	2450	2600
Cnnm2	3443	4438	4643	4395	2288	11850	11450	9600	14900
Cnnm3	3971	4791	3994	4348	1498	9550	8850	8701	11452
Cnnm4	6715	13052	12224	12917	3645	37650	40998	36448	44399
Cno	4532	5485	6336	5735	1845	15751	18597	16148	23693
Cnot1	6689	9878	9180	9565	3244	34900	34599	32350	42601
Cnot10	3648	5495	4363	3295	1500	12750	17450	11750	19100
Cnot2	5384	8040	8142	8041	2195	32999	32802	31050	42399
Cnot3	6392	10158	7689	7905	2145	30111	32855	28703	37311
Cnot4	4191	5689	5540	5241	1744	22550	22656	20350	28745
Cnot6	5584	7633	9285	8935	2585	24502	25249	23949	31598
Cnot6l	10770	15309	16274	16424	4095	51400	51648	45198	56308
Cnot7	7591	12233	13373	11987	4146	38598	50614	35463	55512
Cnot8	5285	6129	5536	6935	2440	18801	17904	17950	23200
Cnp	2946	3941	3490	3197	1193	9400	9001	8549	13300
Cnpy1	2179	1849	1048	948	997	2000	2000	1600	1650
Cnpy2	6778	11182	8427	9281	2587	37350	40149	38750	52350
Cnpy3	2843	3396	2847	2693	949	8150	7999	6800	8399
Cnpy4	4441	5463	4286	4689	1343	18505	20051	18552	27454
Cnr1	2846	2147	1893	1048	999	2700	2504	2050	2450
Cnr2	2342	2485	1647	1200	1796	1900	2250	2850	2750
Cnrip1	1990	1647	1295	1095	1149	1201	2200	1250	1800
Cnst	5541	7740	7226	6784	1593	27400	29799	24797	36200
Cntd1	3729	5781	5487	6383	1348	19550	20800	19000	24850
Cntf	2170	1547	1691	948	647	2400	3200	2250	1750
Cntfr	1943	2240	1848	1146	648	1300	1300	1500	2150
Cntln	2740	2099	1647	1744	950	2250	2302	1900	2150
Cntn1	2098	1845	650	799	696	750	1050	800	500
Cntn2	1896	2348	1599	1198	998	1650	1404	2500	2050
Cntn3	2098	1645	700	250	450	1150	2000	800	1100
Cntn4	1598	1646	1594	1297	550	1100	1650	1450	350
Cntn5	1891	1996	895	812	548	1351	1850	1550	350
Cntn6	2440	1644	1096	648	549	950	1800	1350	800
Cntnap1	2527	2246	1943	1846	1095	5200	4050	4550	5849
Cntnap2	1741	899	1189	842	649	650	1650	1200	800
Cntnap3	1995	1048	1099	600	1049	450	2150	1450	650
Cntnap4	2546	1593	1237	849	894	1000	1702	1450	1000
Cntnap5a	1896	1695	995	797	697	600	2100	800	1250
Cntnap5b	1937	1447	1043	750	446	850	2000	1200	550
Cntnap5c	2045	2093	1394	750	497	1150	2000	1650	1250
Cntrob	4918	5787	5386	5232	1647	16351	19400	17651	24450
Coasy	4781	5637	3738	5335	1848	15900	16400	18050	21750
Cobl	3938	4536	4194	5688	1847	13800	13550	13097	15500
Cobll1	7076	9235	9294	10276	2244	26702	35851	26949	35399
Cobra1	4634	6435	5832	6384	2445	19650	19550	19849	25450
Coch	2394	2442	1646	900	999	2647	2551	2350	3300
Cog1	5631	6481	6030	7041	2143	23730	22644	22195	27099
Cog2	5226	5385	4986	4189	2141	17447	21000	18000	21600
Cog3	5342	7589	6443	6782	1548	20250	25100	19052	25651
Cog4	6626	9280	6787	7540	2045	36199	42852	33348	51700
Cog5	5637	7085	7489	7091	1946	23250	30300	22050	33352
Cog6	3161	3589	3497	3531	1896	10750	12650	12250	16702
Cog7	3782	4641	4347	3768	1994	12900	13952	11501	18550
Cog8	4983	6934	6737	8319	1797	19699	24150	19848	30551
Coil	3840	4441	3047	3295	1593	9050	8750	7350	10700
Col10a1	1799	1050	794	648	649	1300	2153	1650	2250
Col11a1	2042	1348	1148	701	1040	1401	1450	1700	800
Col11a2	2795	3043	2093	1949	1894	3850	3550	4950	4500
Col12a1	1349	2039	1396	794	651	2050	2050	1550	2400
Col13a1	1595	2737	1847	1398	679	1850	2100	1450	2300
Col14a1	2190	2446	1098	1343	795	2200	2550	3100	2800
Col15a1	2296	1549	1343	1249	891	1500	2300	1650	2100
Col16a1	2244	3444	1647	1540	1046	3250	2352	3000	3000
Col17a1	2143	2388	1250	1344	447	1450	2000	2000	1750
Col18a1	1546	2344	1272	1000	897	1550	1600	1800	1197
Col19a1	1399	2391	1297	950	746	1350	1600	1700	550
Col1a1	2345	2845	1749	1699	950	4150	4050	3050	4200
Col1a2	2046	1800	1050	992	695	950	1750	1100	1300
Col20a1	2189	2440	1595	1045	948	2400	2700	2500	2200
Col22a1	1595	2342	850	850	947	750	1200	1100	750
Col23a1	2443	2647	2293	1643	800	3600	3650	3300	3400
Col24a1	2397	2644	1547	1243	1142	1900	3100	1800	2550
Col25a1	2441	2042	1847	1348	1096	3501	2650	2800	4200
Col27a1	3141	2693	2097	2095	1300	3800	3350	3752	5349
Col28a1	2046	1550	795	1098	549	1800	2100	1000	1950
Col2a1	2438	2844	1246	898	798	1600	1950	2850	2700
Col3a1	2295	1446	694	547	648	1100	1700	1250	1000
Col4a1	1497	2347	1196	800	793	1250	1100	1400	1400
Col4a2	1547	2347	1196	800	793	1250	1100	1400	1400
Col4a3	1939	1897	1948	999	1145	2550	2350	2450	2050
Col4a3bp	7096	11273	10289	10128	2645	36400	44703	32151	48450
Col4a4	1939	1947	1898	999	1145	2600	2350	2500	2100
Col4a5	797	999	650	450	600	1600	1500	1450	1799
Col4a6	1194	846	699	350	599	1350	1200	1350	1850
Col5a1	2099	2887	1795	1098	847	1900	2750	2200	2200
Col5a2	1348	1449	846	500	849	1300	1050	1650	1200
Col5a3	2289	2447	1847	1342	1396	1900	2400	1650	1252
Col6a1	2345	2044	1146	1292	1194	1650	2300	2200	1700
Col6a2	2332	2649	1545	900	447	1250	2300	1650	1350
Col6a3	2040	1746	947	750	1098	1550	1200	2100	900
Col6a4	1996	1790	1100	1048	993	1850	2600	1950	1700
Col6a5	2196	1991	1199	650	750	1400	2450	1850	950
Col6a6	1651	1500	996	350	750	1050	1700	1650	1000
Col7a1	2641	2497	1897	1099	1090	1750	1650	2750	1950
Col8a1	1946	2340	1795	1144	1147	2150	2900	2800	3100
Col8a2	1993	2243	1697	1597	1000	2551	2650	2850	2750
Col9a1	1776	1995	994	1048	848	1152	2100	2000	1200
Col9a2	2441	3444	1644	1396	1098	2100	2250	2600	2650
Col9a3	2176	2143	1699	1497	949	1700	2000	2699	1950
Colec10	1799	2798	745	798	200	1700	2200	1850	1500
Colec11	1996	2145	1700	950	693	1751	2000	2000	2650
Colec12	2179	2048	1298	747	795	1450	1250	1900	1400
Colq	2092	2247	1093	1195	1196	1600	3150	2350	1600
Commd1	5571	5043	4181	3892	1395	15800	16400	13450	22951
Commd10	3433	2997	2944	2192	1298	6900	8650	6899	10600
Commd2	3196	4184	3936	2988	1198	12750	15101	13249	16753
Commd3	4881	7238	6246	6782	1596	21500	20547	21951	25548
Commd4	3285	3594	2540	1745	999	6800	6250	6100	11250
Commd5	3988	6833	4146	4934	1796	17652	19100	18002	21650
Commd6	3939	5335	3720	4238	1846	15000	13601	14751	18852
Commd7	4837	6280	5190	5489	2397	16600	18850	18002	26850
Commd8	3943	4891	3745	3140	1748	12200	11800	11600	15700
