gene	read_counts_per_gene_CV-H3K9ac_1.txt	read_counts_per_gene_CV-H3K9ac_2.txt	read_counts_per_gene_CV-H3K9ac_3.txt	read_counts_per_gene_CV-H3K9ac_4.txt	read_counts_per_gene_CV-H3K9ac_5.txt	read_counts_per_gene_CV-H3K9ac_6.txt	read_counts_per_gene_GF-H3K9ac_1.txt	read_counts_per_gene_GF-H3K9ac_2.txt	read_counts_per_gene_GF-H3K9ac_3.txt	read_counts_per_gene_GF-H3K9ac_4.txt
Dnajc9	43	42	67	18	17	14	70	73	88	112
Dnalc1	22	12	12	12	6	5	16	19	22	24
Dnalc4	26	37	59	19	22	13	52	42	40	72
Dnali1	69	87	231	96	77	17	315	349	349	453
Dnase1	35	28	46	24	15	11	34	42	29	60
Dnase1l1	48	50	158	68	73	25	189	225	194	297
Dnase1l2	23	28	31	23	11	12	23	28	24	33
Dnase1l3	29	29	50	20	7	14	40	32	27	35
Dnase2a	37	25	38	18	21	17	39	31	37	51
Dnase2b	19	18	23	4	9	12	14	26	23	10
Dnd1	26	19	39	12	7	10	27	18	22	15
Dner	26	23	33	11	5	7	16	18	17	16
Dnlz	38	67	118	60	59	26	185	158	176	246
Dnm1	43	60	108	23	37	20	134	139	133	194
Dnm1l	28	18	40	12	15	9	33	29	32	48
Dnm2	24	33	49	10	15	11	56	52	30	63
Dnm3	34	19	29	13	10	8	18	27	18	17
Dnm3os	22	21	37	11	2	11	9	20	18	9
Dnmbp	33	26	37	16	11	7	29	45	44	52
Dnmt1	24	26	44	15	5	3	21	29	18	21
Dnmt3a	36	52	139	49	50	25	153	98	125	163
Dnmt3b	31	37	45	28	20	8	62	54	51	68
Dnmt3l	26	40	40	16	19	12	20	24	20	18
Dnpep	25	32	44	24	13	12	40	37	39	64
Dntt	23	23	27	17	11	12	22	21	13	12
Dnttip1	36	37	108	47	43	15	144	150	123	191
Dnttip2	30	44	87	31	31	12	109	123	131	176
Doc2a	19	24	44	10	19	10	26	20	24	23
Doc2b	30	28	29	15	15	14	29	22	22	19
Doc2g	34	26	48	21	18	22	40	40	42	54
Dock1	30	28	44	22	26	9	45	39	48	66
Dock10	20	17	31	17	13	10	15	16	15	9
Dock11	13	17	26	11	12	5	13	23	24	21
Dock2	32	21	30	16	9	7	13	11	13	3
Dock3	21	31	38	17	6	9	24	29	27	12
Dock4	55	61	155	41	39	15	158	174	146	205
Dock5	43	60	148	40	48	20	183	177	167	229
Dock6	31	37	45	27	25	15	49	60	50	54
Dock7	28	33	76	36	23	8	81	66	79	145
Dock8	32	35	70	35	29	20	118	113	117	140
Dock9	52	71	171	74	74	18	188	242	222	288
Dohh	37	25	49	16	16	14	55	66	58	94
Dok1	20	31	33	29	25	10	33	30	42	48
Dok2	36	25	39	21	8	6	43	41	33	58
Dok3	24	24	31	21	15	9	30	18	28	24
Dok4	25	28	53	23	17	14	33	40	28	41
Dok5	20	20	28	21	10	8	10	15	22	8
Dok6	20	12	26	19	11	7	13	19	11	13
Dok7	17	48	62	34	30	11	43	37	45	51
Dolk	48	75	164	74	80	32	250	258	212	327
Dolpp1	29	35	56	22	20	23	60	79	62	97
Dom3z	54	95	173	72	73	26	201	266	212	279
Donson	34	46	93	35	45	6	145	173	152	238
Dopey1	32	25	41	7	9	8	23	40	32	39
Dopey2	33	31	55	21	16	11	40	56	55	86
Dos	42	32	63	30	27	13	75	65	72	133
Dot1l	24	41	76	22	32	19	90	60	115	125
Doxl2	29	21	39	20	15	10	9	12	12	13
Dpagt1	47	41	113	35	28	15	161	174	143	233
Dpcd	37	42	89	36	46	16	114	97	120	153
Dpcr1	22	21	36	23	13	16	23	26	33	20
Dpep1	29	36	37	16	8	16	27	27	31	26
Dpep2	30	28	27	17	13	13	24	23	21	30
Dpep3	22	19	39	9	13	6	21	23	11	16
Dpf1	21	24	39	10	14	8	18	24	21	25
Dpf2	36	48	70	35	31	18	83	107	92	116
Dpf3	47	48	90	46	37	7	146	144	170	200
Dph1	30	34	47	28	12	14	34	25	38	35
Dph2	38	22	49	15	13	11	41	31	31	43
Dph3	60	57	177	53	43	25	202	249	195	277
Dph5	51	36	104	56	38	20	149	174	147	239
Dpm1	79	137	301	128	128	39	437	480	372	619
Dpm2	31	26	45	23	18	11	43	47	43	75
Dpm3	16	25	47	18	16	11	32	39	38	39
Dpp10	22	13	28	11	7	8	9	8	19	6
Dpp3	32	25	55	24	27	19	47	57	50	78
Dpp4	18	19	44	15	12	10	54	45	49	80
Dpp6	21	14	20	6	7	6	14	20	15	8
Dpp7	27	33	57	28	28	11	84	48	62	100
Dpp8	31	36	66	23	15	17	63	67	65	71
Dpp9	26	32	72	26	32	11	74	82	97	165
Dppa1	20	19	26	12	8	12	11	15	21	8
Dppa2	19	28	29	7	13	3	10	19	20	13
Dppa3	40	21	41	10	11	12	25	41	49	64
Dppa4	19	22	26	5	5	4	11	19	12	16
Dppa5a	16	14	34	11	13	11	7	13	12	14
Dpt	15	17	32	13	8	3	14	18	18	18
Dpy19l1	35	33	80	28	37	11	110	120	100	139
Dpy19l2	27	18	27	7	6	10	4	22	22	8
Dpy19l3	33	21	53	30	23	11	56	89	60	79
Dpy19l4	37	35	76	31	18	18	114	114	91	144
Dpy30	35	26	38	21	12	13	16	29	21	32
Dpyd	25	27	29	16	10	17	26	50	31	38
Dpys	26	15	31	13	5	10	20	19	16	9
Dpysl2	36	51	117	37	41	14	111	94	112	150
Dpysl3	24	25	49	19	14	11	54	29	40	60
Dpysl4	19	22	34	18	6	6	12	18	13	8
Dpysl5	30	28	35	14	23	15	44	49	44	61
Dqx1	42	31	45	27	31	20	57	62	52	88
Dr1	43	28	118	30	31	13	170	196	176	249
Dram1	20	31	48	29	17	10	44	33	41	46
Dram2	65	127	281	107	107	40	337	325	372	489
Drap1	67	108	263	98	130	35	353	307	332	401
Drd1a	22	19	35	14	17	10	27	24	22	39
Drd2	20	18	19	9	12	13	9	18	8	11
Drd3	19	25	30	10	10	6	17	21	11	12
Drd4	20	16	49	18	16	4	32	24	41	38
Drd5	27	22	32	18	6	5	14	15	8	13
Drg1	67	105	202	71	97	32	255	283	237	318
Drg2	33	24	50	18	20	14	48	56	59	73
Drosha	58	70	176	80	74	23	227	284	211	280
Drp2	12	13	31	10	9	6	13	25	22	13
Dsc1	17	24	40	12	12	3	14	26	15	6
Dsc2	31	29	48	34	20	3	51	69	68	97
Dsc3	19	16	35	13	8	7	18	25	20	22
Dscam	16	25	36	13	14	4	14	16	15	18
Dscaml1	19	19	40	17	12	7	19	12	23	7
Dscc1	31	44	68	45	36	19	81	88	88	93
Dscr3	72	74	226	80	76	32	220	335	270	394
Dse	13	17	23	10	9	8	17	15	19	4
Dsel	22	15	34	14	13	6	19	29	21	16
Dsg1a	23	15	27	9	6	8	10	13	15	7
Dsg1b	31	21	29	12	6	5	11	26	13	13
Dsg1c	31	23	44	10	5	6	12	21	13	4
Dsg2	65	65	254	80	102	24	322	398	330	447
Dsg3	23	19	33	6	14	7	23	26	23	28
Dsg4	16	16	26	14	11	3	14	28	21	7
Dsn1	23	36	74	35	22	21	103	93	100	139
Dsp	34	43	116	33	32	13	117	169	136	209
Dspp	24	22	31	7	9	5	15	23	14	13
Dst	19	19	41	19	11	9	18	27	23	26
Dstn	84	103	362	107	127	32	469	642	472	765
Dstyk	32	35	61	32	18	12	62	62	62	89
Dtd1	34	17	31	10	14	8	22	20	23	25
Dtl	45	58	122	38	59	23	116	152	148	225
Dtna	18	17	24	5	8	6	14	14	14	11
Dtnb	29	39	53	27	23	13	64	61	69	82
Dtnbp1	36	34	43	15	19	13	36	70	34	64
Dtwd1	30	27	57	17	18	12	81	102	79	154
Dtwd2	55	56	132	43	37	14	158	181	166	228
Dtx1	29	27	23	18	10	12	18	31	19	24
Dtx2	21	24	35	16	17	4	37	39	36	39
Dtx3	32	26	52	13	22	16	47	37	30	42
Dtx3l	39	59	142	50	56	19	220	238	236	356
Dtx4	36	17	35	13	13	8	25	20	27	21
Dtymk	48	42	96	39	34	18	134	132	116	207
Dub1	22	19	31	6	7	10	8	16	19	4
Dub1a	25	9	17	11	9	9	6	20	13	12
Dub2a	21	21	32	11	8	8	5	15	9	8
Dub3	23	14	22	11	13	7	10	13	19	5
Duox1	23	18	38	20	7	10	26	27	12	27
Duox2	92	133	324	95	136	34	98	88	108	118
Duoxa1	22	18	37	19	6	11	26	27	10	26
Duoxa2	83	124	295	94	144	38	123	112	137	128
Dupd1	20	17	31	18	10	8	16	19	14	18
Dus1l	43	40	58	23	19	14	80	78	76	92
Dus2l	50	87	138	50	66	33	232	203	197	297
Dus3l	49	50	99	35	30	21	112	108	128	165
Dus4l	62	85	252	87	87	26	258	335	248	374
Dusp1	77	102	326	126	134	30	326	498	321	469
Dusp10	78	132	300	148	143	49	376	351	305	447
Dusp11	40	36	145	54	37	16	149	191	156	230
Dusp12	21	37	86	17	16	16	134	189	111	183
Dusp13	27	41	63	18	27	15	69	55	51	82
Dusp14	32	29	48	28	20	14	107	89	70	162
Dusp15	26	20	31	15	7	8	29	25	23	24
Dusp16	44	54	143	50	57	24	210	197	171	312
Dusp18	32	36	90	35	45	15	108	127	85	112
Dusp19	32	22	61	19	14	13	49	60	48	87
Dusp2	19	29	36	13	20	8	27	28	21	17
Dusp21	15	3	14	6	2	6	7	16	9	5
Dusp22	19	27	39	17	12	14	35	22	17	30
Dusp23	30	22	50	18	17	9	38	41	38	47
Dusp26	22	26	40	14	10	2	19	20	20	11
Dusp27	19	23	55	17	20	8	38	48	45	79
Dusp28	32	23	40	11	11	10	40	34	39	38
Dusp3	30	20	38	18	15	8	35	30	47	69
Dusp4	78	104	277	101	80	24	312	440	288	467
Dusp5	67	107	285	111	91	31	336	452	355	445
Dusp6	91	117	360	147	165	49	485	583	583	702
Dusp7	46	57	91	37	37	18	119	129	118	190
Dusp8	58	98	237	86	108	31	217	242	208	321
Dusp9	13	16	23	11	5	5	17	27	19	9
Dut	35	24	45	9	11	12	43	40	48	44
Dux	224	218	285	151	124	94	77	143	83	63
Duxbl	21	26	40	10	17	14	25	19	22	21
Dvl1	25	35	77	30	25	15	96	105	96	146
Dvl2	23	29	59	17	19	14	45	40	35	56
Dvl3	32	45	111	35	37	15	119	144	177	221
Dydc1	25	28	32	22	11	3	11	25	14	17
Dydc2	27	23	39	14	8	9	24	22	15	20
Dym	31	21	42	19	16	14	38	48	31	59
Dync1h1	37	27	37	18	21	15	53	52	42	77
Dync1i1	22	23	33	15	5	8	13	32	14	7
Dync1i2	25	25	26	10	10	7	30	32	23	41
Dync1li1	48	45	106	42	31	21	128	109	126	140
Dync1li2	37	26	48	26	8	14	48	53	39	80
Dync2h1	18	25	33	22	12	8	15	22	24	21
Dync2li1	25	19	34	13	10	11	30	23	29	19
Dynll1	20	39	51	29	20	16	67	43	58	87
Dynll2	26	23	32	9	9	17	15	18	25	15
Dynlrb1	25	49	70	34	18	17	67	87	85	120
Dynlrb2	21	26	33	15	18	10	59	44	45	70
Dynlt1a	47	28	40	20	14	18	26	29	18	24
Dynlt1b	32	24	34	21	8	9	25	61	22	49
Dynlt1c	36	29	44	29	23	12	47	63	53	71
Dynlt1f	34	26	35	23	20	9	37	57	46	61
Dynlt3	16	8	27	5	6	2	12	14	7	9
Dyrk1a	164	295	896	305	318	58	936	1192	918	1213
Dyrk1b	23	25	44	21	19	13	24	35	46	36
Dyrk2	136	207	629	233	245	56	575	817	481	660
Dyrk3	33	34	108	43	29	15	120	97	114	183
Dyrk4	25	25	27	18	6	11	27	24	33	11
Dysf	33	24	33	12	14	9	15	23	15	24
Dytn	29	29	28	17	9	8	15	24	19	9
Dyx1c1	25	39	68	25	28	12	86	64	65	90
Dzip1	21	23	45	11	18	8	24	26	28	32
Dzip1l	21	25	42	11	9	10	17	16	15	12
Dzip3	46	89	165	71	88	23	229	214	209	295
E030002O03Rik	24	16	31	10	7	8	2	22	14	7
E030003E18Rik	24	12	27	9	8	4	15	24	22	25
E030010A14Rik	30	41	47	25	14	12	40	44	41	68
E030011O05Rik	36	21	49	16	20	11	51	46	39	77
E030013I19Rik	21	14	26	12	9	9	11	25	22	8
E030018B13Rik	23	29	50	18	20	14	28	24	37	27
E030019B06Rik	31	25	31	22	9	12	24	27	14	16
E030019B13Rik	20	11	28	10	5	5	14	21	10	3
E030024N20Rik	26	20	45	13	4	12	16	21	18	30
E030025P04Rik	30	29	31	18	9	11	13	22	24	19
E030030I06Rik	28	38	80	26	26	18	103	90	119	116
E030044B06Rik	24	29	39	13	7	7	15	22	18	18
E130003G02Rik	45	57	108	40	58	18	189	197	203	222
E130006D01Rik	16	21	15	13	8	12	14	20	12	8
E130008D07Rik	27	30	25	17	10	10	19	35	32	29
E130012A19Rik	21	27	44	20	23	13	48	27	43	36
E130018N17Rik	18	29	34	17	9	14	29	27	21	28
E130102H24Rik	53	76	203	72	71	20	225	195	182	233
E130112N10Rik	31	30	52	33	27	12	72	58	99	99
E130114P18Rik	20	18	21	6	12	8	9	9	18	15
E130201H02Rik	27	21	30	20	9	6	20	19	15	15
E130203B14Rik	22	24	33	15	8	6	6	22	12	16
E130215H24Rik	43	39	69	27	27	9	112	132	133	128
E130218I03Rik	10	28	46	13	13	8	34	19	34	34
E130303B06Rik	24	32	43	19	15	19	36	40	30	45
E130304F04Rik	20	19	40	15	15	7	36	22	31	33
E130304I02Rik	42	60	129	41	46	17	161	193	177	198
E130306D19Rik	35	30	52	25	19	14	46	48	50	58
E130307A14Rik	81	137	359	164	129	28	451	525	414	541
E130308A19Rik	56	84	130	65	55	20	198	214	167	284
E130309D02Rik	33	28	58	27	15	15	46	56	47	68
E130309D14Rik	28	19	27	12	7	13	16	19	16	9
E130309F12Rik	17	18	28	11	10	8	16	24	23	12
E130310I04Rik	17	27	34	20	10	7	23	28	32	39
E130311K13Rik	19	25	45	18	9	8	35	40	40	64
E130317F20Rik	102	177	441	133	153	42	616	635	480	687
E230008N13Rik	21	17	28	8	5	10	21	32	43	18
E230016K23Rik	26	21	31	13	5	8	17	23	20	20
E230016M11Rik	44	73	238	58	49	26	221	423	278	390
E230019M04Rik	13	14	28	10	11	2	34	22	31	26
E230025N22Rik	37	25	38	18	12	13	31	27	21	34
E230029C05Rik	23	26	30	15	3	6	20	32	30	34
E2f1	34	43	61	31	25	15	33	41	46	80
E2f2	35	44	106	38	41	10	144	115	146	228
E2f3	37	40	106	33	43	16	126	159	157	186
E2f4	28	37	57	28	30	6	64	47	78	107
E2f5	18	21	44	14	11	12	25	30	22	29
E2f6	21	26	39	19	11	9	23	34	22	49
E2f7	29	26	75	29	38	14	55	79	49	63
E2f8	46	70	182	55	75	20	138	130	134	143
E330009D11	23	20	30	9	11	6	13	15	17	12
E330009J07Rik	32	25	52	13	18	9	54	48	56	76
E330011O21Rik	23	17	42	13	8	8	20	23	24	25
E330012B07Rik	24	28	28	17	10	8	11	15	15	16
E330013P04Rik	24	19	36	11	6	4	22	24	28	28
E330013P06	31	32	45	14	9	7	18	27	41	37
E330014E10Rik	37	22	21	5	6	10	12	19	12	15
E330016A19Rik	17	20	49	20	26	5	45	63	46	64
E330017A01Rik	19	20	32	15	12	9	15	19	12	22
E330017L17Rik	25	29	40	20	17	11	30	36	19	21
E330020D12Rik	26	18	28	10	10	5	24	28	30	23
E330021D16Rik	31	17	28	15	12	8	9	21	18	15
E330023G01	21	25	24	22	8	13	17	27	8	7
E330033B04Rik	28	31	46	10	10	11	36	35	28	34
E330033L03	23	27	29	14	11	10	24	22	12	23
E330034G19Rik	21	16	19	11	6	7	14	21	13	20
E430016F16Rik	26	24	29	13	9	19	20	24	20	14
E430018J23Rik	32	41	81	24	21	8	78	100	81	134
E430025E21Rik	61	87	252	89	74	20	278	403	287	443
E4f1	26	24	65	29	17	18	47	56	48	74
E530001F21Rik	15	6	20	9	4	3	12	15	5	10
E530011L22Rik	31	36	31	20	21	14	39	35	46	58
EU599041	21	25	20	13	14	7	7	17	11	7
Eaf1	68	91	203	74	68	26	289	298	300	437
Eaf2	95	119	324	130	130	20	334	431	312	422
Eapp	54	60	264	70	75	16	422	538	416	629
Ear1	22	21	23	9	11	10	10	18	15	7
Ear10	30	27	40	13	9	12	44	50	53	61
Ear11	30	30	33	9	10	9	12	19	20	13
Ear12	20	21	28	12	9	10	11	15	12	7
Ear14	16	20	29	16	8	11	20	19	15	9
Ear2	17	24	26	15	9	11	10	14	13	6
Ear3	20	21	28	12	9	10	11	15	12	7
Ear4	16	20	29	16	8	11	20	19	16	9
Ear5	22	18	36	15	10	10	21	21	23	19
Ear6	19	16	34	11	8	4	19	24	22	23
Ear7	19	17	39	14	9	9	19	24	19	18
Ears2	75	104	321	117	127	30	395	471	355	475
Ebag9	71	100	224	80	79	31	274	280	219	325
Ebf1	29	19	31	15	6	8	9	21	15	31
Ebf2	17	29	37	14	13	8	21	22	24	32
Ebf3	21	16	53	11	13	7	20	21	16	39
Ebf4	29	29	34	20	14	8	52	31	43	54
Ebi3	24	29	34	16	12	12	31	11	22	27
Ebna1bp2	25	27	52	16	14	6	36	53	37	35
Ebp	10	11	17	10	12	7	23	16	23	28
Ebpl	34	29	50	21	14	16	81	58	66	92
Ecd	63	87	215	77	85	20	330	370	330	418
Ece1	55	80	202	86	90	35	204	228	241	253
Ece2	71	58	129	57	52	17	231	232	236	294
Ecel1	24	22	45	14	14	15	18	16	13	21
Ech1	38	40	96	38	30	13	114	126	123	192
Echdc1	35	44	80	21	30	15	100	125	140	183
Echdc2	26	26	47	15	15	14	40	42	41	59
Echdc3	30	30	48	22	14	3	56	60	58	88
Echs1	32	18	58	28	22	11	65	78	73	102
Eci1	31	30	55	26	30	11	83	51	51	97
Eci2	33	50	69	19	22	19	62	63	61	105
Eci3	31	38	67	30	27	17	99	117	109	135
Ecm1	27	36	35	11	18	13	29	30	26	47
Ecm2	34	17	33	4	5	10	9	23	14	15
Ecscr	25	34	62	28	21	12	45	48	30	49
Ecsit	49	45	75	39	35	9	113	116	108	162
Ect2	31	34	88	17	22	13	121	123	93	141
Ect2l	29	19	42	9	9	7	33	29	20	19
Eda	13	12	20	7	2	6	17	12	12	9
Eda2r	7	6	13	5	2	4	5	6	1	12
Edar	28	18	33	19	9	12	27	24	17	25
Edaradd	23	22	38	13	6	5	30	31	19	35
Edc3	25	37	64	17	22	3	46	68	53	59
Edc4	30	30	49	30	28	15	66	64	85	121
Eddm3b	26	23	29	17	6	11	16	26	18	15
Edem1	27	29	60	16	15	10	50	59	55	65
Edem2	29	11	39	13	11	5	32	40	41	46
Edem3	44	48	159	34	53	15	182	206	209	320
Edf1	60	93	221	90	88	29	311	332	349	473
Edil3	22	19	23	11	9	9	6	23	19	8
Edn1	35	28	59	18	18	12	62	71	55	72
Edn2	30	32	38	18	15	21	28	30	33	39
Edn3	31	48	92	28	39	16	127	133	133	170
Ednra	28	23	33	15	8	8	14	16	10	7
Ednrb	25	24	28	18	7	8	19	15	15	8
Eea1	31	57	110	47	40	18	142	135	145	169
Eed	64	74	247	72	66	31	397	461	390	672
Eef1a1	40	51	102	47	33	17	170	162	121	232
Eef1a2	22	27	41	21	6	15	33	15	19	14
Eef1b2	67	99	264	88	79	30	317	345	324	376
Eef1d	62	79	201	85	97	36	358	329	283	513
Eef1e1	26	23	59	19	12	6	39	47	52	60
Eef1g	56	69	191	71	50	26	292	382	312	394
Eef2	28	34	54	23	20	20	56	73	90	113
Eef2k	20	26	49	15	13	18	38	29	34	78
Eefsec	22	36	41	18	23	15	40	34	45	67
Eepd1	21	30	55	22	12	12	28	32	28	37
Efcab1	20	21	28	10	16	8	11	15	13	9
Efcab10	25	14	30	17	7	8	18	23	20	19
Efcab2	44	59	197	75	73	13	285	283	228	343
Efcab3	19	19	32	15	9	10	12	18	12	18
Efcab4a	32	41	61	23	25	12	52	54	44	78
Efcab4b	33	30	36	19	13	14	34	35	39	25
Efcab5	53	45	110	44	42	19	113	90	115	155
Efcab6	26	20	31	20	10	10	10	14	14	7
Efcab7	33	49	105	34	36	10	207	157	167	236
Efcab8	19	30	44	32	20	12	42	56	59	76
Efcab9	16	17	31	14	9	10	17	27	21	25
Efemp1	15	17	38	10	12	9	6	15	9	8
Efemp2	23	32	69	23	31	14	91	64	68	99
Efha1	33	18	56	15	23	10	45	58	37	45
Efha2	26	27	53	22	8	10	45	66	60	94
Efhb	23	24	51	19	20	16	58	48	48	61
Efhc1	10	22	40	11	16	14	24	32	23	32
Efhc2	7	11	18	4	5	4	8	10	17	7
Efhd1	22	22	32	15	9	9	31	21	27	24
Efhd2	33	37	80	39	38	10	80	75	83	107
Efna1	54	48	125	60	39	19	154	150	161	211
Efna2	25	28	44	22	22	11	41	33	53	35
Efna3	29	18	39	18	16	18	47	38	38	51
Efna4	31	60	99	32	32	20	128	89	102	151
Efna5	17	26	31	28	11	9	44	30	30	48
Efnb1	24	18	43	15	16	12	68	66	69	120
Efnb2	72	144	332	104	130	45	353	368	275	395
Efnb3	43	24	31	18	16	14	30	25	26	30
Efr3a	20	24	59	22	22	7	50	57	51	69
Efr3b	20	16	34	22	11	8	31	40	34	39
Efs	26	24	34	13	9	5	23	36	26	23
Eftud1	26	35	66	23	24	10	52	62	31	48
Eftud2	33	44	123	39	34	12	147	220	149	269
Egf	17	21	41	7	10	9	18	19	28	16
Egfbp2	17	28	32	8	13	13	17	16	17	17
Egfem1	12	15	33	11	5	9	5	6	15	9
Egfl6	13	13	21	9	6	6	15	13	7	13
Egfl7	20	37	23	21	15	15	38	28	24	27
Egfl8	27	24	39	19	23	9	22	37	24	27
Egflam	19	19	27	14	10	12	30	19	19	27
Egfr	27	26	47	26	23	12	66	77	61	82
Egln1	69	86	221	84	70	19	302	362	315	393
Egln2	37	35	96	30	34	24	94	127	86	145
Egln3	37	22	40	19	9	6	38	19	33	62
Egr1	92	146	490	181	191	38	407	712	461	703
Egr2	51	60	192	65	56	14	190	293	200	386
Egr3	24	27	43	25	18	11	49	34	44	60
Egr4	24	18	36	21	8	10	16	24	13	29
Ehbp1	47	50	125	38	44	21	208	206	174	260
Ehbp1l1	45	32	51	26	26	8	51	63	49	81
Ehd1	52	46	105	34	40	25	104	99	116	177
Ehd2	27	33	36	12	14	19	21	27	23	37
Ehd3	19	20	31	11	11	10	15	18	16	14
Ehd4	37	44	76	21	23	15	55	57	65	118
Ehf	31	23	61	18	33	10	95	59	56	112
Ehhadh	42	31	55	23	23	7	62	86	73	106
Ehmt1	33	35	98	31	26	13	109	111	122	148
Ehmt2	40	49	120	46	43	19	148	139	140	183
Ei24	30	17	38	18	15	17	15	39	31	23
Eid1	24	22	51	13	10	5	30	31	29	30
Eid2	28	30	36	16	11	7	13	21	14	20
Eid2b	30	23	37	19	14	14	29	22	20	34
Eid3	26	22	39	14	10	10	35	41	29	44
Eif1	41	40	111	32	29	12	107	114	112	199
Eif1a	80	141	369	150	152	33	480	608	410	583
Eif1ad	66	50	185	45	75	21	190	231	185	223
Eif1ax	11	11	28	15	10	3	31	26	39	42
Eif1b	39	45	83	31	52	19	135	120	92	125
Eif2a	150	223	643	231	217	52	664	849	699	892
Eif2ak1	0	2	8	1	2	2	1	3	6	2
Eif2ak2	31	40	59	31	20	10	86	73	67	115
Eif2ak3	34	34	86	32	44	19	118	139	125	184
Eif2ak4	24	27	35	16	13	12	28	37	36	47
Eif2b1	52	56	131	50	44	15	183	186	178	228
Eif2b2	34	30	59	22	22	21	63	71	51	94
Eif2b3	26	24	47	12	20	5	35	27	44	47
Eif2b4	52	81	211	74	69	24	249	327	255	369
Eif2b5	31	37	58	24	27	13	116	65	84	103
Eif2c1	35	38	75	29	63	22	119	111	104	136
Eif2c2	66	85	204	75	75	23	156	253	197	296
Eif2c3	43	39	110	41	31	16	156	167	125	192
Eif2c4	25	46	66	30	32	11	62	75	56	108
Eif2d	34	34	60	30	22	8	57	42	52	99
Eif2s1	56	108	220	68	58	22	318	357	306	495
Eif2s2	28	30	59	21	27	8	68	64	102	115
Eif2s3x	36	30	75	27	29	12	95	135	106	169
Eif2s3y	25	31	59	28	18	6	87	112	77	152
Eif3a	70	103	281	78	91	33	318	395	313	424
Eif3b	59	68	234	69	70	32	408	403	371	597
Eif3c	31	27	60	15	25	7	52	73	63	111
Eif3d	87	122	347	142	156	33	421	575	469	686
Eif3e	25	26	46	14	7	13	48	43	44	76
Eif3f	24	25	51	19	18	10	37	42	51	57
Eif3g	24	33	52	27	26	20	72	74	79	118
Eif3h	23	22	55	11	12	10	38	59	42	71
Eif3i	60	112	204	97	86	31	296	323	288	420
Eif3j	59	65	160	43	55	23	226	285	262	410
Eif3k	36	47	109	52	41	19	142	113	102	192
Eif3l	26	32	64	23	30	10	75	65	51	106
Eif3m	42	27	95	29	30	14	124	123	129	148
Eif4a1	36	31	64	16	18	11	79	90	75	126
Eif4a2	48	41	117	43	39	11	187	191	196	284
Eif4a3	45	47	126	36	46	18	124	138	140	169
Eif4b	32	40	73	24	18	11	175	124	138	191
Eif4e	35	19	40	19	19	7	32	31	48	54
Eif4e1b	17	28	51	12	6	7	28	21	21	9
Eif4e2	51	46	102	37	68	18	149	132	142	210
Eif4e3	38	28	30	23	12	12	24	30	28	27
Eif4ebp1	24	40	54	26	24	17	43	40	42	67
Eif4ebp2	26	39	58	26	17	17	40	63	37	57
Eif4ebp3	21	28	56	14	20	8	71	70	74	117
Eif4enif1	45	55	167	60	54	20	167	247	195	303
Eif4g1	24	35	68	20	19	10	61	78	60	100
Eif4g2	42	40	120	44	60	16	204	189	181	258
Eif4g3	49	30	77	37	32	15	92	101	98	104
Eif4h	41	51	98	40	43	18	120	106	105	147
Eif5	66	126	355	109	123	24	410	482	382	524
Eif5a	30	43	110	37	30	17	150	190	179	245
Eif5a2	30	21	31	17	12	8	17	29	17	22
Eif5b	91	126	385	142	149	41	427	628	484	710
Eif6	30	40	96	36	34	17	99	99	127	149
Elac1	38	74	114	38	43	8	149	129	133	188
Elac2	41	34	59	20	16	8	69	79	79	111
Elane	36	36	40	20	12	12	26	26	39	24
Elavl1	49	50	145	51	48	19	148	178	162	221
Elavl2	20	16	19	10	9	7	10	14	11	13
Elavl3	29	25	37	10	10	12	17	23	21	12
Elavl4	20	6	20	8	5	7	19	24	16	10
Elf1	53	84	216	71	92	38	340	351	322	531
Elf2	30	31	52	14	20	13	64	60	69	94
Elf3	64	66	129	55	60	18	104	123	103	162
Elf4	16	17	31	17	7	2	50	45	48	69
Elf5	23	25	46	12	20	17	18	20	20	17
Elfn1	18	21	33	18	22	10	20	23	23	23
Elfn2	25	31	26	24	23	7	25	23	22	22
Elk1	10	11	31	6	11	6	13	30	22	23
Elk3	26	28	38	14	20	3	21	22	30	33
Elk4	54	73	210	82	94	21	304	377	291	429
Ell	47	59	179	43	52	27	162	207	156	233
Ell2	25	22	33	16	13	14	31	45	24	42
Ell3	37	45	82	30	23	13	108	95	108	148
Elmo1	27	16	40	16	13	7	52	39	39	57
Elmo2	33	35	87	19	32	17	95	87	99	137
Elmo3	34	33	68	38	20	8	55	63	54	76
Elmod1	29	18	30	14	8	10	20	18	20	4
Elmod2	28	28	46	18	13	9	45	50	44	61
Elmod3	43	43	103	41	37	18	151	147	213	252
Eln	27	19	33	9	19	14	21	18	12	22
Elof1	23	25	38	19	21	11	47	34	41	56
Elovl1	25	51	68	31	32	20	77	89	59	130
Elovl2	32	31	31	16	19	11	29	18	39	25
Elovl3	38	38	35	25	18	17	24	21	21	30
Elovl4	27	20	31	18	9	5	21	27	26	28
Elovl5	25	31	50	10	11	8	39	47	39	71
Elovl6	27	34	50	18	17	11	48	52	60	60
Elovl7	46	53	118	39	36	19	125	126	139	191
Elp2	41	39	72	21	32	18	93	70	80	134
Elp3	29	15	47	20	17	10	45	48	41	70
Elp4	42	53	158	50	52	15	271	259	264	370
