gene	read_counts_per_gene_CV-H3K9ac_1.txt	read_counts_per_gene_CV-H3K9ac_2.txt	read_counts_per_gene_CV-H3K9ac_3.txt	read_counts_per_gene_CV-H3K9ac_4.txt	read_counts_per_gene_CV-H3K9ac_5.txt	read_counts_per_gene_CV-H3K9ac_6.txt	read_counts_per_gene_GF-H3K9ac_1.txt	read_counts_per_gene_GF-H3K9ac_2.txt	read_counts_per_gene_GF-H3K9ac_3.txt	read_counts_per_gene_GF-H3K9ac_4.txt
D430042O09Rik	45	78	200	89	73	41	267	295	265	352
D4Bwg0951e	35	16	36	12	17	14	45	52	49	85
D4Ertd22e	27	35	50	19	11	13	50	56	62	87
D4Ertd617e	29	28	33	10	12	3	20	27	28	24
D4Wsu53e	56	61	197	57	56	18	217	201	250	317
D530049I02Rik	22	14	27	12	6	6	11	23	25	6
D5Ertd577e	24	20	19	12	11	5	13	10	10	7
D5Ertd579e	44	55	150	47	64	28	205	216	191	237
D5Ertd605e	25	10	37	20	7	12	28	28	16	21
D630003M21Rik	36	22	34	23	16	11	18	22	31	27
D630010B17Rik	28	12	25	3	4	6	9	19	12	14
D630013N20Rik	25	11	24	4	8	8	5	15	11	14
D630023F18Rik	35	30	43	16	19	11	33	27	22	38
D630029K05Rik	20	22	34	10	13	9	17	25	23	15
D630032N06Rik	88	133	359	118	144	39	488	567	456	690
D630033O11Rik	38	15	24	17	9	11	13	28	19	26
D630037F22Rik	33	27	86	27	15	11	76	99	64	89
D630039A03Rik	28	34	61	22	26	7	97	69	68	93
D630041G03Rik	20	23	60	22	22	21	49	60	51	55
D630042F21Rik	20	15	34	5	5	16	24	28	26	36
D630042P16Rik	14	15	29	16	17	12	15	30	13	4
D630045J12Rik	32	22	48	24	12	5	33	42	27	61
D630045M09Rik	19	16	33	18	6	12	17	22	23	13
D6Ertd474e	10	12	34	10	12	9	11	20	18	7
D6Ertd527e	25	28	38	14	6	12	18	9	18	22
D6Mm5e	29	21	39	13	10	7	9	21	16	9
D6Wsu116e	34	47	108	47	30	19	143	141	145	210
D6Wsu163e	55	60	145	54	59	24	174	178	161	239
D730001G18Rik	35	21	37	24	15	11	26	14	17	18
D730005E14Rik	33	38	55	29	21	7	58	59	50	51
D730039F16Rik	22	24	34	18	16	10	55	58	52	80
D730040F13Rik	24	19	48	14	10	14	38	59	39	39
D730045A05Rik	32	21	41	17	15	11	18	30	27	35
D730048I06Rik	24	20	25	12	13	7	8	18	24	23
D730048J04Rik	22	30	31	15	17	11	15	21	28	11
D730050B12Rik	18	18	27	23	9	15	14	20	17	19
D7Ertd143e	19	19	34	7	6	6	15	16	17	17
D7Ertd443e	26	16	25	14	11	9	14	16	10	19
D7Ertd715e	19	9	10	2	2	3	7	22	14	16
D830005E20Rik	18	10	24	9	2	10	8	9	12	3
D830013O20Rik	14	21	28	13	12	11	23	11	19	12
D830015G02Rik	28	24	38	9	10	6	16	20	21	18
D830029L11	23	17	22	7	7	7	10	16	13	14
D830030K20Rik	25	14	17	17	8	9	19	23	11	8
D830031N03Rik	33	46	95	32	48	18	112	128	104	148
D830046C22Rik	25	26	40	18	11	16	20	24	32	20
D8Ertd738e	32	32	47	17	19	11	45	49	61	94
D8Ertd82e	45	63	152	58	56	22	174	176	182	278
D930007P13Rik	31	21	32	22	19	12	23	44	31	16
D930014E17Rik	25	32	47	7	16	15	29	57	41	40
D930015E06Rik	32	25	43	25	23	14	58	46	50	61
D930015M05Rik	24	26	34	12	7	12	19	20	21	16
D930016D06Rik	19	13	19	5	7	5	15	24	17	13
D930020B18Rik	20	30	38	13	4	12	44	52	45	70
D930028M14Rik	24	19	32	18	15	11	20	17	26	40
D930032P07Rik	24	24	33	15	10	8	23	24	15	34
D930048N14Rik	42	58	82	45	38	21	115	148	108	116
D9Ertd402e	32	32	67	30	24	13	79	92	77	97
DXBay18	7	16	17	13	5	9	7	12	11	8
Daam1	37	42	75	25	26	14	77	95	91	123
Daam2	20	27	35	11	9	13	17	15	20	18
Dab1	29	22	51	26	19	12	90	78	95	147
Dab2	19	21	27	11	3	3	13	16	14	19
Dab2ip	22	18	29	18	9	12	23	17	20	14
Dach1	29	38	83	24	21	7	113	94	130	131
Dach2	17	8	26	7	7	5	34	36	27	35
Dact1	21	19	41	15	8	7	22	24	22	18
Dact2	46	51	110	43	37	13	146	151	129	201
Dact3	32	23	45	25	12	12	37	41	30	55
Dad1	42	51	110	49	29	24	212	236	196	317
Daf2	22	19	33	15	20	7	30	29	39	29
Dag1	40	50	98	42	34	25	111	105	96	133
Dagla	42	45	83	49	41	16	77	110	76	148
Daglb	32	41	76	29	34	17	94	94	91	159
Dak	95	127	345	111	123	34	465	496	458	592
Dalrd3	67	91	205	57	88	24	277	233	237	351
Dand5	55	99	177	66	91	32	273	244	259	362
Dao	29	32	50	19	19	13	32	28	31	28
Dap	43	33	51	24	19	12	40	48	53	52
Dap3	86	149	372	155	149	38	527	591	513	697
Dapk1	20	14	44	14	8	6	23	28	16	23
Dapk2	24	19	36	26	22	20	33	33	37	44
Dapk3	35	30	56	30	30	24	59	60	50	70
Dapl1	19	17	29	16	12	8	12	32	25	19
Dapp1	39	26	49	24	25	15	55	49	52	70
Darc	24	20	39	24	5	9	18	13	18	13
Dars	22	28	42	19	19	11	40	36	28	55
Dars2	65	94	255	73	94	19	366	392	415	568
Daxx	47	52	102	30	39	13	116	123	147	212
Dazap1	38	27	67	22	18	13	69	93	97	116
Dazap2	53	74	159	56	62	24	192	205	183	326
Dazl	24	22	28	13	17	14	19	18	17	13
Dbc1	13	15	25	12	5	12	8	18	9	5
Dbf4	40	53	142	62	49	20	175	208	185	264
Dbh	21	29	28	10	17	9	16	17	34	26
Dbi	49	61	142	42	66	23	223	164	184	280
Dbil5	62	82	216	69	85	21	230	232	214	270
Dbn1	33	32	36	14	20	16	19	19	14	23
Dbndd1	26	27	32	14	14	10	21	14	22	26
Dbndd2	32	22	42	15	17	13	51	45	38	60
Dbnl	52	54	136	49	53	15	189	255	242	361
Dbp	41	27	78	35	39	20	100	171	121	101
Dbpht2	22	17	28	11	5	3	18	16	16	15
Dbr1	28	44	87	30	23	8	85	92	71	106
Dbt	23	16	28	18	10	13	22	29	29	45
Dbx1	20	15	32	9	5	9	9	14	17	13
Dbx2	26	22	21	16	4	10	17	13	16	11
Dcaf10	38	41	89	28	38	18	99	89	94	125
Dcaf11	52	42	121	37	41	13	151	186	171	334
Dcaf12	45	39	98	38	23	9	142	150	161	250
Dcaf12l1	10	8	16	5	3	3	5	8	9	4
Dcaf12l2	8	11	11	2	0	1	5	13	8	3
Dcaf13	63	88	165	77	100	26	245	308	236	322
Dcaf15	43	28	72	32	17	14	69	64	75	70
Dcaf17	43	53	124	45	60	18	199	199	193	291
Dcaf4	26	29	45	15	15	14	46	52	51	61
Dcaf5	42	36	70	43	41	19	125	115	107	170
Dcaf6	99	137	382	120	147	47	496	587	546	657
Dcaf7	21	32	34	16	11	11	36	43	40	54
Dcaf8	28	31	76	21	29	14	120	99	120	169
Dcakd	19	21	39	14	12	9	25	29	25	33
Dcbld1	51	47	120	30	26	15	202	177	175	300
Dcbld2	20	25	31	18	19	7	22	33	24	25
Dcc	30	17	29	12	6	16	9	19	15	4
Dcdc2a	19	20	36	12	15	9	19	26	29	24
Dcdc2b	33	23	26	19	15	12	29	35	27	36
Dcdc2c	19	16	30	10	4	9	5	29	15	5
Dchs1	32	23	40	18	8	15	24	24	23	14
Dck	27	26	67	20	21	8	72	74	65	112
Dclk1	35	25	27	13	8	5	9	23	14	9
Dclk2	21	16	31	11	13	9	12	20	15	17
Dclk3	29	22	44	18	12	13	21	18	17	30
Dclre1a	99	157	514	151	195	27	618	850	595	922
Dclre1b	65	80	201	76	72	31	301	289	302	395
Dclre1c	26	17	53	12	7	10	23	33	25	56
Dcn	27	17	40	7	1	7	16	21	12	17
Dcp1a	34	33	55	22	20	12	59	71	73	85
Dcp1b	28	24	36	19	16	11	27	32	36	36
Dcp2	39	32	64	19	14	11	50	60	68	88
Dcpp1	36	28	36	25	10	10	31	24	24	25
Dcpp2	32	26	33	12	10	11	22	23	20	16
Dcpp3	20	22	32	14	12	8	32	22	17	12
Dcps	30	19	46	15	18	11	30	45	37	50
Dcst1	29	38	44	26	19	13	47	29	38	58
Dcstamp	20	15	21	6	5	3	10	18	17	12
Dct	23	27	36	16	8	10	23	19	14	16
Dctd	11	19	26	10	9	7	10	15	12	14
Dctn1	36	59	127	39	27	11	180	204	181	373
Dctn2	21	24	39	17	12	10	31	33	27	56
Dctn3	38	27	29	21	15	9	33	34	19	25
Dctn4	34	24	75	26	23	14	101	91	104	205
Dctn5	47	48	116	61	55	21	190	165	172	218
Dctn6	36	37	79	16	20	9	103	137	113	120
Dctpp1	38	19	52	23	18	10	52	48	53	76
Dcun1d1	62	94	195	86	81	20	292	318	312	336
Dcun1d2	27	56	112	46	52	18	157	146	139	249
Dcun1d3	76	86	275	90	91	26	257	398	296	433
Dcun1d4	21	28	32	12	10	8	20	17	10	11
Dcun1d5	35	46	118	28	35	11	160	180	150	208
Dcx	13	6	11	3	2	4	4	8	2	4
Dcxr	25	32	38	20	12	8	28	27	33	19
Dda1	36	27	37	14	17	12	30	26	27	47
Ddah1	34	36	54	29	12	13	60	65	68	93
Ddah2	30	33	34	12	14	11	29	20	17	32
Ddb1	84	115	305	124	120	34	392	449	436	536
Ddb2	32	31	66	17	15	12	76	95	70	107
Ddc	29	27	52	15	13	16	29	45	39	77
Ddhd1	58	77	174	50	72	18	222	214	194	247
Ddhd2	44	70	152	59	61	20	175	212	190	235
Ddi1	18	11	25	9	9	7	14	15	10	7
Ddi2	27	23	73	13	15	17	81	74	82	119
Ddit3	68	93	269	94	119	29	339	415	352	568
Ddit4	44	74	125	51	61	19	99	119	121	137
Ddit4l	11	23	38	7	7	14	28	18	34	36
Ddn	24	32	46	16	22	12	44	32	41	57
Ddo	31	18	38	21	10	5	23	21	26	10
Ddost	36	48	80	32	31	19	94	92	100	130
Ddr1	35	22	74	28	31	18	129	73	99	136
Ddr2	32	23	32	15	10	10	17	14	18	19
Ddrgk1	23	25	39	19	20	9	26	51	34	42
Ddt	23	32	45	17	16	10	32	34	35	50
Ddx1	26	33	60	21	32	15	60	72	74	100
Ddx10	37	29	67	25	13	11	68	93	85	117
Ddx11	23	24	44	25	13	18	45	44	48	47
Ddx17	48	50	142	48	51	21	178	145	163	226
Ddx18	30	25	40	13	18	21	34	27	30	48
Ddx19a	38	37	72	32	22	14	106	109	99	145
Ddx19b	25	29	40	19	16	9	19	32	12	35
Ddx20	37	57	121	43	57	21	209	170	175	291
Ddx21	49	35	105	32	50	12	156	149	171	245
Ddx23	25	26	89	22	31	10	107	134	126	180
Ddx24	24	27	46	16	14	12	30	29	32	42
Ddx25	32	49	93	33	24	8	130	124	124	165
Ddx26b	9	5	17	5	1	5	10	10	7	15
Ddx27	24	25	65	27	23	14	99	103	79	125
Ddx28	46	33	86	27	23	11	83	79	94	98
Ddx31	49	66	166	68	72	19	235	222	211	299
Ddx39	29	24	46	16	12	4	35	40	36	57
Ddx39b	47	60	161	54	54	20	199	176	209	262
Ddx3x	47	63	157	47	61	17	201	260	205	283
Ddx3y	11	10	18	0	2	5	16	27	20	19
Ddx4	21	16	20	13	11	7	11	20	20	7
Ddx41	29	24	33	12	13	7	36	49	52	55
Ddx42	57	70	227	73	100	24	332	364	326	472
Ddx43	24	26	32	7	10	13	16	15	14	23
Ddx46	33	26	48	10	14	15	49	61	59	66
Ddx47	32	36	56	16	24	13	41	42	55	89
Ddx49	90	124	307	108	101	33	360	483	374	525
Ddx5	124	179	569	192	210	56	628	766	598	909
Ddx50	36	43	121	43	46	18	128	171	119	183
Ddx51	44	72	160	71	71	17	191	205	159	232
Ddx52	26	29	42	17	15	12	46	52	37	55
Ddx54	82	102	239	81	98	30	372	407	327	550
Ddx55	39	37	80	37	33	17	138	138	127	179
Ddx56	41	46	119	47	51	15	166	179	169	236
Ddx58	27	29	58	22	13	11	65	67	72	87
Ddx59	24	26	53	17	15	8	36	63	50	63
Ddx6	113	188	478	224	213	44	556	712	602	695
Ddx60	23	33	39	14	14	7	43	62	47	102
Deaf1	71	183	423	170	155	58	534	595	540	637
Dear1	20	7	28	5	10	4	17	27	18	22
Deb1	30	27	49	23	15	12	38	53	50	83
Decr1	29	30	62	15	12	9	58	63	85	98
Decr2	32	36	50	24	26	24	51	60	57	72
Dedd	74	111	251	75	93	25	378	419	408	602
Dedd2	56	73	166	62	62	24	227	332	216	281
Def6	25	34	41	13	18	9	36	32	33	39
Def8	41	39	46	21	17	16	32	37	26	49
Defa-ps1	24	13	28	12	11	7	9	18	17	12
Defa-ps12	18	18	21	8	5	9	10	34	16	10
Defa-ps13	17	15	24	12	3	5	8	21	17	4
Defa-rs1	15	15	26	2	6	6	7	26	19	20
Defa-rs7	20	13	28	15	5	9	9	20	10	20
Defa17	32	21	32	13	15	4	12	27	20	17
Defa20	23	9	26	12	5	7	10	23	13	12
Defa21	22	11	23	10	6	6	10	33	18	11
Defa22	25	17	24	9	11	4	12	10	13	9
Defa23	20	13	28	15	5	9	9	20	10	20
Defa24	24	16	24	11	8	4	26	28	19	19
Defa25	26	23	26	12	1	6	15	16	21	8
Defa26	20	23	30	9	11	13	14	15	16	23
Defa3	26	20	34	8	6	3	10	23	17	16
Defa4	24	24	20	11	8	11	13	29	16	14
Defa5	18	13	29	7	5	7	14	20	11	8
Defa6	25	17	24	10	8	4	28	28	20	19
Defb1	22	19	25	16	4	14	15	21	19	22
Defb10	26	13	28	14	4	10	12	17	16	11
Defb11	21	17	24	12	10	17	14	22	19	3
Defb12	20	13	29	11	8	12	11	18	11	10
Defb13	33	20	30	13	18	4	13	13	13	13
Defb14	18	22	31	14	11	10	14	28	10	12
Defb15	6	13	21	12	8	6	10	32	14	15
Defb18	19	15	18	7	5	5	8	24	12	8
Defb19	18	20	33	13	10	12	19	25	25	14
Defb2	29	8	23	12	12	10	11	19	17	18
Defb20	15	23	35	19	7	10	18	36	30	18
Defb21	27	22	36	16	5	4	18	19	17	22
Defb22	24	20	30	11	7	13	19	13	14	22
Defb23	22	21	41	19	12	7	15	19	15	9
Defb25	27	26	32	18	12	9	14	19	13	18
Defb26	18	17	19	11	4	5	18	29	16	12
Defb28	20	26	43	21	12	12	20	26	26	16
Defb29	33	21	41	23	7	10	16	27	23	16
Defb3	25	12	21	8	6	5	14	18	14	12
Defb30	19	17	26	17	10	3	19	20	15	11
Defb33	27	20	15	7	3	9	13	19	8	9
Defb34	22	9	27	12	19	8	12	21	8	7
Defb35	23	24	23	9	11	5	9	19	13	7
Defb36	22	25	36	17	15	10	19	20	15	16
Defb37	30	18	30	12	13	8	7	24	17	9
Defb38	27	15	35	8	8	7	9	11	14	13
Defb39	25	14	32	12	6	5	15	26	11	16
Defb4	25	22	29	12	6	10	13	21	21	8
Defb40	25	20	30	15	11	11	21	10	19	7
Defb41	19	11	21	5	3	10	11	25	6	10
Defb42	21	24	24	13	4	11	17	26	12	18
Defb43	19	20	36	12	9	11	8	16	20	12
Defb44-ps	22	17	27	11	2	10	11	19	10	7
Defb45	17	30	33	8	11	7	18	25	25	26
Defb46	27	17	28	18	13	7	13	14	11	15
Defb47	27	23	31	8	7	7	16	30	17	12
Defb48	15	12	29	3	5	11	8	21	13	12
Defb48-ps	23	20	17	12	5	5	7	17	27	11
Defb5	30	22	27	11	10	8	13	25	15	14
Defb50	22	11	29	10	11	7	9	23	12	18
Defb6	21	22	31	12	6	9	18	17	25	20
Defb7	30	22	44	18	12	13	12	11	20	13
Defb8	17	16	30	15	7	6	6	19	13	4
Defb9	17	29	35	14	10	7	14	23	13	7
Degs1	23	29	55	24	25	8	35	38	43	73
Degs2	38	36	95	34	43	8	72	90	69	97
Dek	62	72	209	71	87	22	219	226	214	256
Dem1	40	48	141	42	50	15	182	191	150	231
Dennd1a	22	21	34	15	20	9	32	31	37	42
Dennd1b	54	67	163	69	80	24	196	239	200	303
Dennd1c	39	24	54	26	14	8	24	34	25	27
Dennd2a	19	33	34	21	15	13	39	37	27	32
Dennd2c	16	12	34	21	12	11	19	27	25	15
Dennd2d	41	17	47	19	12	12	49	55	64	61
Dennd3	42	49	97	35	37	13	140	139	123	179
Dennd4a	27	34	44	21	11	18	34	59	45	55
Dennd4b	66	111	234	106	122	35	294	301	255	400
Dennd4c	32	26	60	14	15	14	100	91	89	153
Dennd5a	39	44	51	20	23	15	57	56	47	73
Dennd5b	30	38	95	31	36	12	113	118	99	150
Denr	42	39	67	28	20	15	78	76	53	105
Depdc1a	29	30	51	19	24	10	67	62	59	107
Depdc1b	43	33	55	32	28	15	70	82	80	101
Depdc5	37	38	54	24	27	13	75	65	80	104
Depdc7	30	37	112	41	46	11	189	186	146	204
Deptor	25	31	52	22	22	12	45	60	48	57
Dera	38	23	52	25	20	8	50	61	50	71
Derl1	25	35	58	24	19	9	58	64	54	65
Derl2	54	71	182	70	73	15	224	256	223	303
Derl3	32	18	52	18	18	9	17	30	24	24
Des	27	18	41	20	10	6	12	25	13	8
Det1	33	34	55	20	36	15	75	73	60	97
Dexi	30	28	55	22	21	19	80	86	63	132
Dffa	21	25	50	12	8	13	40	40	43	50
Dffb	59	63	129	67	77	25	202	192	161	221
Dfna5	56	60	138	44	63	31	246	235	256	348
Dfnb59	32	38	68	21	30	9	97	102	120	146
Dgat1	38	51	89	56	45	15	95	108	99	118
Dgat2	36	49	107	44	50	14	147	174	153	224
Dgat2l6	6	11	20	6	3	3	5	8	12	6
Dgcr14	25	30	54	14	15	10	26	32	31	29
Dgcr2	28	37	54	22	15	17	54	49	49	63
Dgcr6	31	22	41	16	19	17	26	27	31	22
Dgcr8	34	41	111	38	40	11	104	126	90	136
Dgka	47	76	168	62	66	21	247	230	269	380
Dgkb	11	14	30	10	8	7	10	22	13	6
Dgkd	44	28	44	19	22	13	59	52	47	71
Dgke	20	24	47	17	14	8	23	41	30	33
Dgkg	37	27	33	14	13	9	24	19	25	24
Dgkh	23	25	37	20	21	13	41	38	26	30
Dgki	24	21	34	15	13	11	16	25	16	15
Dgkk	7	7	16	4	1	3	8	12	8	7
Dgkq	33	36	64	23	23	9	83	83	60	132
Dgkz	38	48	64	32	34	18	57	63	60	76
Dguok	33	28	70	21	38	14	81	90	110	147
Dhcr24	34	39	117	48	40	15	196	181	185	246
Dhcr7	70	85	224	79	82	32	277	348	282	331
Dhdds	35	20	42	18	11	16	39	46	49	59
Dhdh	19	26	44	20	12	9	41	40	48	44
Dhfr	34	32	100	29	37	14	93	111	106	142
Dhh	25	16	47	23	14	17	25	17	33	22
Dhodh	59	52	123	42	47	17	227	221	210	318
Dhps	31	28	73	22	27	12	66	89	61	86
Dhrs1	55	68	106	48	57	13	158	185	152	257
Dhrs11	27	32	76	26	23	12	101	72	76	123
Dhrs13	30	25	48	29	25	8	57	47	43	67
Dhrs2	14	21	33	11	8	7	14	29	22	14
Dhrs3	40	42	118	37	51	15	153	115	135	186
Dhrs4	44	27	65	23	21	17	75	85	106	121
Dhrs7	21	30	49	25	19	14	58	65	66	90
Dhrs7b	30	28	39	12	14	11	67	64	62	104
Dhrs7c	16	18	25	11	10	8	15	17	14	13
Dhrs9	27	28	37	12	14	7	27	31	20	34
Dhrsx	18	15	56	14	11	11	57	75	55	61
Dhtkd1	30	17	35	11	9	7	28	40	28	33
Dhx15	31	38	71	25	38	15	90	95	104	141
Dhx16	29	23	44	12	17	13	34	39	35	49
Dhx29	38	52	170	40	57	24	191	271	231	335
Dhx30	65	81	179	78	82	30	173	242	238	275
Dhx32	32	38	70	22	24	21	91	62	91	114
Dhx33	20	28	49	23	19	9	83	94	104	155
Dhx34	27	29	52	26	15	17	40	34	35	37
Dhx35	30	31	68	24	12	19	57	79	72	104
Dhx36	12	25	57	20	23	12	55	48	47	72
Dhx37	36	38	61	27	28	11	36	54	68	56
Dhx38	55	51	125	56	54	22	196	239	164	252
Dhx40	36	19	29	9	13	8	18	43	24	37
Dhx57	32	15	36	16	14	11	34	45	41	41
Dhx58	19	19	38	17	12	10	21	30	28	24
Dhx8	31	21	43	12	21	13	37	48	58	59
Dhx9	33	36	56	18	23	9	68	63	69	71
Diablo	22	31	41	22	26	27	29	35	41	27
Diap1	29	25	56	19	17	14	40	56	28	61
Diap2	13	13	13	7	7	3	15	17	12	22
Diap3	40	33	63	32	19	18	70	85	71	122
Dicer1	48	59	138	52	45	15	179	155	177	224
Dido1	70	125	313	137	125	29	442	477	383	590
Diexf	34	27	79	33	32	16	102	111	101	142
Dimt1	44	44	95	40	33	16	152	143	142	233
Dio1	21	22	58	11	16	5	52	37	26	46
Dio2	12	29	25	10	5	4	39	32	23	27
Dio3	23	27	20	15	12	6	11	17	9	11
Dio3os	16	25	25	20	16	12	12	15	8	7
Dip2a	44	60	95	34	39	17	108	121	130	186
Dip2b	23	24	46	29	17	13	29	42	23	53
Dip2c	30	14	38	10	8	13	36	35	22	33
Diras1	33	18	36	16	15	12	29	18	23	25
Diras2	25	18	27	19	13	10	18	20	22	15
Dirc2	59	76	182	65	71	16	229	216	136	253
Dis3	33	49	83	16	27	12	62	91	78	124
Dis3l	35	38	82	29	27	12	77	90	108	105
Dis3l2	37	36	90	42	48	20	134	154	110	161
Disc1	28	41	49	25	18	10	30	34	40	44
Disp1	29	20	52	11	18	12	27	30	23	29
Disp2	28	30	47	20	23	18	60	59	75	73
Dixdc1	28	40	53	19	11	18	51	47	42	32
Dkc1	10	7	35	15	10	7	66	49	54	75
Dkk1	22	13	24	9	9	8	9	25	11	18
Dkk2	19	15	29	15	3	10	11	19	10	13
Dkk3	16	20	31	15	11	5	15	13	17	16
Dkk4	20	22	34	15	10	5	32	36	35	41
Dkkl1	27	20	37	17	15	16	11	21	25	14
Dlat	34	47	83	34	34	15	109	115	116	140
Dlc1	19	15	25	8	6	7	10	20	8	17
Dld	19	21	35	21	14	11	56	72	51	77
Dlec1	24	28	30	15	13	9	33	38	36	49
Dleu2	67	124	312	140	140	35	502	459	436	638
Dleu7	16	16	31	15	8	12	18	15	20	6
Dlg1	29	35	79	34	21	11	133	94	128	158
Dlg2	14	12	32	12	3	8	17	30	9	9
Dlg3	10	15	13	14	3	7	14	16	11	22
Dlg4	25	19	31	16	23	9	31	28	29	36
Dlg5	34	27	47	39	22	17	50	54	46	95
Dlgap1	23	21	26	13	15	11	11	26	27	7
Dlgap2	15	22	20	15	12	8	9	9	16	14
Dlgap3	30	33	50	33	18	11	72	40	45	57
Dlgap4	24	20	27	14	16	11	27	22	23	21
Dlgap5	33	21	36	10	11	9	35	49	38	66
Dlk1	24	19	22	13	9	9	6	12	14	6
Dlk2	26	18	30	14	13	7	22	37	25	34
Dll1	54	57	103	66	55	15	177	181	184	239
Dll3	21	24	25	23	14	11	43	23	30	42
Dll4	34	61	100	53	48	16	125	132	121	205
Dlst	39	45	113	46	38	17	180	137	151	247
Dlx1	27	31	37	18	10	12	19	22	21	20
Dlx1as	24	22	35	21	10	7	22	13	24	18
Dlx2	26	19	35	17	3	5	16	26	16	17
Dlx3	26	27	37	19	10	15	21	28	20	29
Dlx4	21	28	32	23	13	14	25	28	27	32
Dlx5	22	23	29	16	10	7	13	26	10	17
Dlx6	26	26	29	7	13	5	26	24	18	20
Dlx6as1	28	25	22	11	11	5	9	20	10	14
Dlx6as2	18	28	31	9	5	8	16	22	13	11
Dmap1	30	34	61	25	23	18	104	88	109	163
Dmbt1	36	24	52	12	17	10	19	31	23	22
Dmbx1	17	37	25	17	14	14	18	15	19	23
Dmc1	31	20	30	16	14	9	12	29	20	28
Dmd	9	8	18	5	1	2	3	9	7	6
Dmgdh	14	21	27	15	9	7	15	28	19	17
Dmkn	34	28	34	19	5	11	17	17	22	21
Dmp1	23	27	27	11	9	12	13	30	18	13
Dmpk	22	34	41	23	16	15	27	24	30	37
Dmrt1	18	20	21	11	6	5	6	17	7	7
Dmrt2	14	22	44	17	12	9	15	20	14	15
Dmrt3	27	9	40	12	10	10	37	20	30	42
Dmrta1	24	22	32	20	13	14	16	25	17	6
Dmrta2	21	22	33	15	11	9	19	22	24	21
Dmrtb1	21	16	21	8	12	6	8	21	15	16
Dmrtc1a	10	19	16	15	5	2	2	4	7	4
Dmrtc1b	16	12	21	4	6	4	6	6	9	1
Dmrtc1c1	11	4	15	7	5	5	10	12	7	1
Dmrtc1c2	11	4	15	7	5	5	10	12	7	1
Dmrtc2	23	23	27	13	9	6	13	17	13	15
Dmtf1	37	74	162	56	48	13	234	259	200	306
Dmwd	27	25	38	19	15	11	27	31	33	31
Dmxl1	58	94	200	73	71	28	222	273	252	297
Dmxl2	35	27	31	23	15	12	38	32	33	49
Dna2	30	26	52	14	17	15	49	52	62	81
Dnahc1	26	26	33	18	16	15	30	20	29	32
Dnahc10	16	32	38	14	9	4	33	24	26	19
Dnahc11	23	16	24	8	13	4	25	26	21	28
Dnahc17	16	23	37	17	18	10	24	22	16	31
Dnahc2	20	24	26	18	7	11	31	28	18	20
Dnahc5	20	18	27	13	8	5	9	26	18	13
Dnahc6	27	22	34	13	20	11	36	29	36	51
Dnahc7a	30	22	43	7	7	7	32	24	28	39
Dnahc7b	27	21	39	16	10	8	23	34	30	30
Dnahc8	26	23	54	17	12	10	27	29	36	38
Dnahc9	18	18	16	6	6	10	8	21	6	11
Dnaic1	42	59	79	36	42	13	87	82	93	111
Dnaic2	22	22	24	12	12	7	15	29	28	23
Dnaja1	65	77	276	86	78	24	273	312	247	371
Dnaja2	61	94	260	107	95	14	308	392	329	458
Dnaja3	39	41	95	34	38	14	104	130	118	189
Dnaja4	39	31	55	18	20	12	58	52	60	94
Dnajb1	57	64	162	63	51	13	216	243	214	319
Dnajb11	38	47	110	52	60	23	139	214	166	174
Dnajb12	27	32	88	17	33	17	75	79	61	119
Dnajb13	24	23	39	18	10	12	35	38	32	40
Dnajb14	36	62	158	55	47	12	189	201	176	258
Dnajb2	37	38	64	27	20	17	105	90	101	138
Dnajb3	30	30	52	17	10	11	69	38	83	83
Dnajb4	105	185	525	197	205	60	614	782	632	824
Dnajb5	21	23	37	12	18	11	30	21	37	34
Dnajb6	63	65	233	61	42	23	198	301	254	339
Dnajb7	22	28	37	17	8	11	24	22	17	24
Dnajb8	23	20	39	21	13	15	18	16	13	8
Dnajb9	28	40	69	32	20	16	85	84	70	117
Dnajc1	34	25	41	16	12	18	60	53	44	43
Dnajc10	22	25	61	15	29	15	91	105	94	129
Dnajc11	42	34	51	21	27	17	28	37	24	42
Dnajc12	35	36	69	30	29	12	102	67	105	123
Dnajc13	37	31	53	29	16	12	60	63	46	73
Dnajc14	49	60	162	74	52	25	227	252	227	340
Dnajc15	48	29	51	15	29	7	66	51	58	103
Dnajc16	44	43	75	39	28	15	50	66	56	79
Dnajc17	33	56	108	48	43	15	156	158	154	237
Dnajc18	39	36	80	36	43	9	96	113	94	154
Dnajc19	27	29	48	14	19	9	42	51	36	56
Dnajc2	65	93	227	75	83	30	286	327	269	445
Dnajc21	39	38	79	24	32	6	93	99	89	123
Dnajc22	33	35	86	39	41	23	160	121	137	235
Dnajc24	29	19	34	13	14	8	23	35	44	46
Dnajc25	24	33	63	15	25	9	55	50	38	69
Dnajc27	33	34	52	26	19	9	55	80	69	96
Dnajc28	20	36	35	16	13	9	26	46	38	49
Dnajc3	49	51	136	54	57	20	198	175	182	247
Dnajc30	38	52	88	38	34	17	95	110	104	181
Dnajc4	43	38	91	31	38	17	100	95	104	143
Dnajc5	46	49	182	47	51	18	279	279	271	404
Dnajc5b	12	32	26	11	8	6	8	11	14	13
Dnajc5g	22	19	29	8	8	9	17	17	16	22
Dnajc6	17	19	27	10	8	11	22	25	19	19
Dnajc7	22	26	27	12	13	11	26	45	21	52
Dnajc8	48	30	69	21	31	18	101	76	73	156
